site_name,site_no,structure,structure_id,structure_no,structure_sp,dbh,decay,vexar,planter,recorder,photo_no,tag_id,measurement_id,height,height_2,rcd,rcd_2,azimuth,dist,log_ht,status,herbiv,comp_sp,comp_dist,comp_ht,grass,forb,shrub,rock,cwd,litter,bare_soil,moss,root,other,cvr_total,notes
Horton ,1,snag,3109,9,PSME,44,1,0,CAE,"KBK, CAE",A2280-A2282,2121,2121-01,16,,4,,210,15,,,,,,,,1,,7,2,8,32,,,,50,
Horton ,1,snag,3109,9,PSME,44,1,0,CAE,"KBK, CAE",A2280-A2283,2196,2196-01,24,,3,,150,22,,,,,,,1,8,,5,1,3,32,,,,50,
Horton ,1,snag,3109,9,PSME,44,1,0,CAE,"KBK, CAE",A2280-A2284,2191,2191-01,17,,4,,30,14,,,,,,,3,,,2,1,16,28,,,,50,
Horton ,1,snag,3110,10,PSME,27,1,1,JL,"KBK, CAE",A2286,2204,2204-01,22,,4,,140,14,,,,,,,7,12,5,1,1,24,,,,,50,
Horton ,1,snag,3110,10,PSME,27,1,1,JL,"KBK, CAE",A2286,2398,2398-01,16,,4,,80,10,,,,,,,17,11,,7,1,14,,,,,50,
Horton ,1,snag,3110,10,PSME,27,1,1,JL,"KBK, CAE",A2286,2113,2113-01,20.5,,3,,10,12,,,,,,,15,5,,3,15,11,1,,,,50,
Horton ,1,snag,3110,10,PSME,27,1,1,JL,"KBK, CAE",A2286,2127,2127-01,19,,4,,190,24,,,,,,,6,,17,1,,26,,,,,50,
Horton ,1,snag,3111,11,PSME,45,1,0,JL,"KBK, JL",B1721,2265,2265-01,12,,3,,20,17,,,,,,,,2,,5,,33,10,,,,50,
Horton ,1,snag,3111,11,PSME,45,1,0,JL,"KBK, JL",B1721,2415,2415-01,25,,4,,125,4,,,,,,,,10,,5,,30,5,,,,50,
Horton ,1,snag,3111,11,PSME,45,1,0,JL,"KBK, JL",B1721,2414,2414-01,30,,3,,220,14,,,,,,,,2,,3,4,31,10,,,,50,
Horton ,1,snag,3111,11,PSME,45,1,0,JL,"KBK, JL",B1721,2407,2407-01,22,,4,,290,27,,,,,,,,,,7,10,28,5,,,,50,
Horton ,1,snag,3112,12,PIPO,37,1,1,JL,"JL, CAE",A2309,2284,2284-01,20,,3,,280,9,,,,,,,4,3,,2,17,19,5,,,,50,
Horton ,1,snag,3112,12,PIPO,37,1,1,JL,"JL, CAE",A2309,2497,2497-01,25,,4,,190,11.5,,,,,,,,4,,3,6,17,20,,,,50,
Horton ,1,snag,3112,12,PIPO,37,1,1,JL,"JL, CAE",A2309,2474,2474-01,30,,5,,160,16,,,,,,,,15,,2,3,22,8,,,,50,
Horton ,1,snag,3112,12,PIPO,37,1,1,JL,"JL, CAE",A2309,2274,2274-01,28,,3,,40,14,,,,,,,,9,,10,2,22,7,,,,50,
Horton ,1,snag,3113,13,PSME,35,2,0,JL,"JL, SK",B1696,2301,2301-01,12.5,,3,,120,8.5,,,,UNK,80,17.5,25,,,2,,23,,,,,50,UNK COMP photo no. B1697
Horton ,1,snag,3113,13,PSME,35,2,0,JL,"JL, SK",B1696,2209,2209-01,24,,3,,210,11,,,,UNK,110,17.5,2,2,,2,,24,20,,,,50,UNK COMP photo no. B1697
Horton ,1,snag,3113,13,PSME,35,2,0,JL,"JL, SK",B1696,2360,2360-01,23.5,,4,,280,5.5,,,,,,,15,2,,10,,13,10,,,,50,
Horton ,1,snag,3113,13,PSME,35,2,0,JL,"JL, SK",B1696,2382,2382-01,25,,4,,40,17.5,,,,UNK,127,17.5,10,2,,2,,26,10,,,,50,UNK COMP photo no. B1697
Horton ,1,snag,3114,14,PSME,27.5,1,1,JL,"KBK, CAE",A2285,2102,2102-01,13,,3,,290,10.5,,,,,,,6,2,,8,1,17,16,,,,50,
Horton ,1,snag,3114,14,PSME,27.5,1,1,JL,"KBK, CAE",A2285,2109,2109-01,30,,5,,200,10,,,,,,,1,6,,1,6,18,18,,,,50,
Horton ,1,snag,3114,14,PSME,27.5,1,1,JL,"KBK, CAE",A2285,2118,2118-01,18,,3,,115,8.5,,,,,,,1,1,2,,7,18,21,,,,50,
Horton ,1,snag,3114,14,PSME,27.5,1,1,JL,"KBK, CAE",A2285,2122,2122-01,31,,4,,45,19,,,,,,,,1,,6,2,35,6,,,,50,
Horton ,1,snag,3115,15,PSME,40.5,1,1,CAE,"KBK, CAE",A2279,2192,2192-01,24,,3,,75,16,,,,,,,,1,,21,1,8,19,,,,50,
Horton ,1,snag,3115,15,PSME,40.5,1,1,CAE,"KBK, CAE",A2279,2183,2183-01,19,,3,,130,18,,,,,,,,3,2,13,,2,30,,,,50,
Horton ,1,snag,3115,15,PSME,40.5,1,1,CAE,"KBK, CAE",A2279,2199,2199-01,19,,3,,250,10,,,,,,,,11,,20,,2,17,,,,50,
Horton ,1,snag,3115,15,PSME,40.5,1,1,CAE,"KBK, CAE",A2279,2187,2187-01,15,,3,,290,15,,,,,,,,7,,6,4,,33,,,,50,
Horton ,1,snag,3116,16,PSME,33,2,0,IM,"IM, SK",B1715,2232,2232-01,23.5,,4,,290,16,,,,,,,,2,,25,,23,,,,,50,
Horton ,1,snag,3116,16,PSME,33,2,0,IM,"IM, SK",B1715,2248,2248-01,22,,4,,210,51,,,,,,,,,,5,,43,,2,,,50,
Horton ,1,snag,3116,16,PSME,33,2,0,IM,"IM, SK",B1715,2251,2251-01,25.5,,3.5,,60,18.5,,,,,,,,,,10,2,38,,,,,50,
Horton ,1,snag,3116,16,PSME,33,2,0,IM,"IM, SK",B1715,2226,2226-01,26,,4,,20,28.5,,,,,,,,,,5,,45,,,,,50,
Horton ,1,snag,3117,17,PSME,22,2,1,JL,"JL, CAE",A2317,2408,2408-01,17,,4,,270,16,,,,,,,,9,,2,1,33,5,,,,50,
Horton ,1,snag,3117,17,PSME,22,2,1,JL,"JL, CAE",A2317,2317,2317-01,24,,3,,160,12,,,,,,,,8,,3,3,30,6,,,,50,
Horton ,1,snag,3117,17,PSME,22,2,1,JL,"JL, CAE",A2317,2404,2404-01,20,,4,,140,17,,,,,,,,6,,9,6,28,1,,,,50,
Horton ,1,snag,3117,17,PSME,22,2,1,JL,"JL, CAE",A2317,2416,2416-01,23,,3,,20,21,,,,,,,4,8,,8,5,21,4,,,,50,
Horton ,1,snag,3118,18,PSME,45,1,0,JL,"KBK, CAE",A2292,2485,2485-01,21,,3,,340,13.5,,,,POTR,120,80,4,8,,6,2,26,4,,,,50,
Horton ,1,snag,3118,18,PSME,45,1,0,JL,"KBK, CAE",A2292,2276,2276-01,21,,3,,260,10,,,,POTR,145,80,,5,,2,1,27,15,,,,50,
Horton ,1,snag,3118,18,PSME,45,1,0,JL,"KBK, CAE",A2292,2477,2477-01,15,,3,,180,10,,,,,,,5,25,,5,,6,9,,,,50,
Horton ,1,snag,3118,18,PSME,45,1,0,JL,"KBK, CAE",A2292,2446,2446-01,32,,3,,90,20,,,,,,,24,8,,3,,6,9,,,,50,
Horton ,1,snag,3119,19,POTR,22.5,3,1,CAE,"KBK, CAE",A2278,2197,2197-01,19,,3,,50,12.5,,,,,,,1,1,2,2,2,14,28,,,,50,
Horton ,1,snag,3119,19,POTR,22.5,3,1,CAE,"KBK, CAE",A2278,2181,2181-01,30,,4,,140,17,,,,,,,1,1,,2,,15,31,,,,50,
Horton ,1,snag,3119,19,POTR,22.5,3,1,CAE,"KBK, CAE",A2278,2194,2194-01,21,,4,,200,15,,,,,,,,,,1,1,18,30,,,,50,
Horton ,1,snag,3119,19,POTR,22.5,3,1,CAE,"KBK, CAE",A2278,2198,2198-01,29,,3,,230,14.5,,,,,,,1,1,,3,,43,2,,,,50,
Horton ,1,snag,3120,20,PSME,28.5,2,1,SK,"IM, SK",B1706,2321,2321-01,18,,2.5,,270,17,,,,,,,10,,,10,8,22,,,,,50,
Horton ,1,snag,3120,20,PSME,28.5,2,1,SK,"IM, SK",B1706,2327,2327-01,19.5,,3.5,,150,19.5,,,,PSME,94,2,8,4,,,,38,,,,,50,
Horton ,1,snag,3120,20,PSME,28.5,2,1,SK,"IM, SK",B1706,2335,2335-01,18.5,,3,,80,26,,,,PSME,138,2,8,10,,10,8,14,,,,,50,
Horton ,1,snag,3120,20,PSME,28.5,2,1,SK,"IM, SK",B1706,2347,2347-01,23,,30,,10,18,,,,,,,27,5,,8,,10,,,,,50,
Horton ,1,snag,3121,21,PSME,56.5,2,0,IM,"IM, SK",B1693,2349,2349-01,22.5,,4,,360,25,,,,,,,,,,2,5,43,,,,,50,"Too rocky, only one seedling could fit"
Horton ,1,snag,3122,22,PSME,53,1,1,JL,"KBK, CAE",A2275-A2276,2189,2189-01,25,,4,,30,15,,,,,,,,8,,4,,13,25,,,,50,
Horton ,1,snag,3122,22,PSME,53,1,1,JL,"KBK, CAE",A2275-A2277,2188,2188-01,31,,2,,15,6,,,,,,,,8,,1,,14,27,,,,50,
Horton ,1,snag,3122,22,PSME,53,1,1,JL,"KBK, CAE",A2275-A2278,2185,2185-01,15,,3,,35,12,,,,,,,5,5,,1,1,20,18,,,,50,
Horton ,1,snag,3122,22,PSME,53,1,1,JL,"KBK, CAE",A2275-A2279,2176,2176-01,15,,3,,305,9,,,,,,,1,8,,2,3,21,15,,,,50,
Horton ,1,snag,3123,23,PSME,25,2,1,IM,"IM, SK",B1716,2230,2230-01,27,,5,,170,27,,,,,,,4,2,,8,,36,,,,,50,
Horton ,1,snag,3123,23,PSME,25,2,1,IM,"IM, SK",B1716,2252,2252-01,29,,5,,120,17,,,,RU sp,86.5,26,15,2,,5,,28,,,,,50,
Horton ,1,snag,3123,23,PSME,25,2,1,IM,"IM, SK",B1716,2254,2254-01,31,,4.5,,360,17,,,,RU sp,50,26,,12,,,,33,5,,,,50,
Horton ,1,snag,3123,23,PSME,25,2,1,IM,"IM, SK",B1716,2228,2228-01,26.5,,4.5,,260,205,,,,RU sp,90,26,,5,,8,,37,,,,,50,
Horton ,1,snag,3124,24,PSME,34,2,1,KBK,"JL, CAE",A2313,2312,2312-01,26,,4,,60,54,,,,,,,4,12,12,2,2,8,10,,,,50,
Horton ,1,snag,3124,24,PSME,34,2,1,KBK,"JL, CAE",A2314,2310,2310-01,33,,5,,180,34,,,,,,,,6,,5,8,6,25,,,,50,
Horton ,1,snag,3124,24,PSME,34,2,1,KBK,"JL, CAE",A2315,2315,2315-01,26,,4,,240,33,,,,,,,4,3,,11,8,14,10,,,,50,
Horton ,1,snag,3124,24,PSME,34,2,1,KBK,"JL, CAE",A2316,2318,2318-01,33,,5,,350,36,,,,,,,6,7,,1,4,22,10,,,,50,
Horton ,1,snag,3125,25,PIPO,35,2,0,JL,"JL, CAE",A2318,2311,2311-01,27,,4,,40,19,,,,,,,7,11,,7,1,22,2,,,,50,
Horton ,1,snag,3125,25,PIPO,35,2,0,JL,"JL, CAE",A2318,2420,2420-01,14,,3,,120,5,,,,,,,,20,,5,4,20,1,,,,50,
Horton ,1,snag,3125,25,PIPO,35,2,0,JL,"JL, CAE",A2318,2412,2412-01,23,,4,,220,13.5,,,,,,,4,5,,6,3,25,7,,,,50,
Horton ,1,snag,3125,25,PIPO,35,2,0,JL,"JL, CAE",A2318,2419,2419-01,24,,4,,90,9.5,,,,,,,,9,,7,2,25,7,,,,50,
Horton ,1,snag,3126,26,PIPO,23.5,2,1,JL,"IM, SK",B1698,2306,2306-01,28,,4,,270,5.5,,,,UNK,115,32,2,2,,1,,20,25,,,,50,UNK COMP photo no. B1698
Horton ,1,snag,3126,26,PIPO,23.5,2,1,JL,"IM, SK",B1698,2359,2359-01,23,,4.5,,20,16,,,,,,,,2,,8,,35,5,,,,50,
Horton ,1,snag,3126,26,PIPO,23.5,2,1,JL,"IM, SK",B1698,2374,2374-01,23,,3,,110,26.5,,,,UNK,150,32,,,,8,,22,20,,,,50,UNK COMP photo no. B1698
Horton ,1,snag,3126,26,PIPO,23.5,2,1,JL,"IM, SK",B1698,2341,2341-01,22.5,,3,,220,25,,,,UNK,102,32,2,1,,2,,25,20,,,,50,
Horton ,1,snag,3127,27,PSME,45.5,1,1,JL,"JL, CAE",A2307/A2306,2281,2281-01,29,,4,,330,11.5,,,,,,,,13,,8,1,23,5,,,,50,
Horton ,1,snag,3127,27,PSME,45.5,1,1,JL,"JL, CAE",A2307/A2307,2278,2278-01,27.5,,4,,20,12,,,,,,,4,12,,5,,24,5,,,,50,
Horton ,1,snag,3127,27,PSME,45.5,1,1,JL,"JL, CAE",A2307/A2308,2324,2324-01,17,,3,,100,15,,,,,,,20,12,,2,1,15,,,,,50,
Horton ,1,snag,3127,27,PSME,45.5,1,1,JL,"JL, CAE",A2307/A2309,2304,2304-01,24,,4,,260,13,,,,,,,,19,,3,7,20,1,,,,50,
Horton ,1,snag,3128,28,PSME,23.5,2,0,IM,"IM, SK",B1717,2239,2239-01,28.5,,4.5,,70,36,,,,,,,1,2,,,,47,,,,,50,
Horton ,1,snag,3128,28,PSME,23.5,2,0,IM,"IM, SK",B1717,2223,2223-01,32,,4.5,,140,43.5,,,,,,,,15,,5,,25,5,,,,50,
Horton ,1,snag,3128,28,PSME,23.5,2,0,IM,"IM, SK",B1717,2220,2220-01,19,,4.5,,230,55,,,,,,,2,,,2,,46,,,,,50,
Horton ,1,snag,3128,28,PSME,23.5,2,0,IM,"IM, SK",B1717,2217,2217-01,23,,3.5,,340,29.5,,,,,,,2,2,,8,,38,,,,,50,
Horton ,1,snag,3129,29,PIPO,62,0,0,IM,"IM, SK",B1713,2338,2338-01,27.5,,4,,NA,22.5,,,,,,,,2,,,,43,5,,,,50,
Horton ,1,snag,3129,29,PIPO,62,0,0,IM,"IM, SK",B1713,2236,2236-01,31.5,,4,,NA,45,,,,,,,,,,5,,30,15,,,,50,
Horton ,1,snag,3129,29,PIPO,62,0,0,IM,"IM, SK",B1713,2255,2255-01,21,,4.5,,,18,,,,,,,5,8,,,,29,8,,,,50,
Horton ,1,snag,3130,30,PIPO,33.5,1,1,IM,"KBK, CAE",A2297,2469,2469-01,33,,5,,40,58,,,,,,,12,26,,,2,4,6,,,,50,Planted far from snag
Horton ,1,snag,3130,30,PIPO,33.5,1,1,IM,"KBK, CAE",A2297,2268,2268-01,30,,4,,110,62,,,,,,,10,4,,1,4,16,15,,,,50,Planted far from snag
Horton ,1,snag,3130,30,PIPO,33.5,1,1,IM,"KBK, CAE",A2297,2270,2270-01,18,,4,,170,78,,,,,,,6,3,,,2,20,19,,,,50,Planted far from snag
Horton ,1,snag,3130,30,PIPO,33.5,1,1,IM,"KBK, CAE",A2297,2479,2479-01,33,,3,,240,66,,,,,,,22,2,,2,1,9,14,,,,50,Planted far from snag
Horton ,1,log,3230,30,UNK,,3,1,KBK,"IM, SK",B1720,2231,2231-01,26.5,,4.5,,40,13.5,16,,,,,,4,1,,,,45,,,,,50,
Horton ,1,log,3230,30,UNK,,3,1,KBK,"IM, SK",B1720,2227,2227-01,16.5,,4.5,,40,6.5,17,,,,,,6,,,5,4,35,,,,,50,
Horton ,1,log,3230,30,UNK,,3,1,KBK,"IM, SK",B1720,2241,2241-01,25,,3.5,,220,8.5,14.5,,,,,,2,,,8,,40,,,,,50,
Horton ,1,log,3230,30,UNK,,3,1,KBK,"IM, SK",B1720,2238,2238-01,23,,4,,220,5,14,,,,,,5,,,5,,40,,,,,50,
Horton ,1,log,3201,1,PIPO,,3,0,JL,"KBK, CAE",A2270,2172,2172-01,23.5,,5,,70,14,18.5,,,,,,,1,,2,,3,44,,,,50,
Horton ,1,log,3201,1,PIPO,,3,0,JL,"KBK, CAE",A2270,2177,2177-01,34,,4,,70,12.5,18.5,,,,,,,2,,24,,2,22,,,,50,
Horton ,1,log,3201,1,PIPO,,3,0,JL,"KBK, CAE",A2270,2275,2275-01,29,,6,,250,14.5,18.5,,,,,,,1,,18,2,3,26,,,,50,
Horton ,1,log,3201,1,PIPO,,3,0,JL,"KBK, CAE",A2270,2200,2200-01,17,,3,,250,13.5,18.5,,,,,,,,,8,,19,23,,,,50,
Horton ,1,log,3202,2,UNK,,3,1,IM,"JL, SK",B1678,2154,2154-01,21.5,,4.5,,60,21.5,31.5,,,,,,5,30,,,,10,5,,,,50,
Horton ,1,log,3202,2,UNK,,3,1,IM,"JL, SK",B1678,2142,2142-01,22.5,,4.5,,60,13,38,,,,,,6,20,,1,,19,4,,,,50,
Horton ,1,log,3202,2,UNK,,3,1,IM,"JL, SK",B1678,2164,2164-01,32.5,,4,,240,12,38,,,,,,8,,,5,,37,,,,,50,
Horton ,1,log,3202,2,UNK,,3,1,IM,"JL, SK",B1678,2148,2148-01,25,,4,,240,16,34.5,,,,,,,1,,2,,47,,,,,50,
Horton ,1,log,3203,3,PIPO,,2,1,CAE,"KBK, CAE",A2272,2179,2179-01,17,,3,,100,7.5,24,,,,,,15,1,,12,2,6,14,,,,50,
Horton ,1,log,3203,3,PIPO,,2,1,CAE,"KBK, CAE",A2272,2171,2171-01,17,,3,,100,14,24,,,,,,6,4,,12,,2,26,,,,50,
Horton ,1,log,3203,3,PIPO,,2,1,CAE,"KBK, CAE",A2272,2178,2178-01,23,,4,,280,25,24,,,,,,1,1,,10,3,23,12,,,,50,
Horton ,1,log,3203,3,PIPO,,2,1,CAE,"KBK, CAE",A2272,2190,2190-01,23,,4,,280,18.5,24,,,,,,1,1,,,8,23,17,,,,50,
Horton ,1,log,3204,4,POTR,,2,1,JL,"KBK, CAE",A2291,2283,2283-01,14,,3,,240,10,16,,,,,,12,3,,12,,10,13,,,,50,
Horton ,1,log,3204,4,POTR,,2,1,JL,"KBK, CAE",A2291,2451,2451-01,14,,5,,340,3,16,,,,,,10,8,,3,10,19,,,,,50,
Horton ,1,log,3204,4,POTR,,2,1,JL,"KBK, CAE",A2291,2484,2484-01,27,,4,,60,8,16,,,,,,,,11,3,,12,24,,,,50,
Horton ,1,log,3204,4,POTR,,2,1,JL,"KBK, CAE",A2291,2450,2450-01,24,,3,,60,10,16,,,,,,5,3,,14,1,12,15,,,,50,
Horton ,1,log,3205,5,PIPO,,3,1,IM,"JL, SK",B1679,2146,2146-01,18.5,,4,,110,17,45,,,,,,5,5,,15,,20,,5,,,50,
Horton ,1,log,3205,5,PIPO,,3,1,IM,"JL, SK",B1679,2141,2141-01,24,,4.5,,110,16,45,,,,,,8,,,5,,32,5,,,,50,
Horton ,1,log,3205,5,PIPO,,3,1,IM,"JL, SK",B1679,2145,2145-01,21,,4,,290,13.5,38,,,,,,,5,,10,,25,10,,,,50,
Horton ,1,log,3205,5,PIPO,,3,1,IM,"JL, SK",B1679,2150,2150-01,22,,4.5,,290,45,45,,,,,,8,8,,5,,27,2,,,,50,
Horton ,1,log,3206,6,UNK,,3,0,IM,"JL, CAE",A2310,2287,2287-01,25,,4,,70,28,26,,,,,,2,2,,7,1,26,12,,,,50,
Horton ,1,log,3206,6,UNK,,3,0,IM,"JL, CAE",A2310,2289,2289-01,38,,4,,70,23,26,,,,,,8,1,,3,,12,26,,,,50,
Horton ,1,log,3206,6,UNK,,3,0,IM,"JL, CAE",A2310,2500,2500-01,22,,4,,250,24,26,,,,,,1,5,4,1,2,22,15,,,,50,
Horton ,1,log,3206,6,UNK,,3,0,IM,"JL, CAE",A2310,2456,2456-01,28,,4,,250,21,26,,,,,,,3,10,3,,33,1,,,,50,
Horton ,1,log,3207,7,PIPO,,2,1,"KBK, CAE","KBK, CAE",A2271,2103,2103-01,21,,6,,50,18.5,32,,,,,,,7,,2,,1,40,,,,50,
Horton ,1,log,3207,7,PIPO,,2,1,"KBK, CAE","KBK, CAE",A2271,2116,2116-01,12,,7,,50,14,32,,,,,,,,,4,4,5,37,,,,50,
Horton ,1,log,3207,7,PIPO,,2,1,"KBK, CAE","KBK, CAE",A2271,2117,2117-01,28,,5,,230,9,32,,,,,,,6,,3,,12,29,,,,50,
Horton ,1,log,3207,7,PIPO,,2,1,"KBK, CAE","KBK, CAE",A2271,2124,2124-01,25,,3,,230,11.5,32,,,,,,,2,,12,2,1,33,,,,50,
Horton ,1,log,3208,8,PIPO,,1,1,IM,"JL, SK",B1680,2156,2156-01,26,,4,,290,16.5,39.5,,,,,,,2,,2,,36,10,,,,50,
Horton ,1,log,3208,8,PIPO,,1,1,IM,"JL, SK",B1680,2169,2169-01,22.5,,4.5,,290,12,40.5,,,,,,,3,,10,15,22,,,,,50,
Horton ,1,log,3208,8,PIPO,,1,1,IM,"JL, SK",B1680,2155,2155-01,20.5,,5,,110,40,45,,,,,,2,4,,,,34,10,,,,50,
Horton ,1,log,3208,8,PIPO,,1,1,IM,"JL, SK",B1680,2167,2167-01,24,,4.5,,110,29,43.5,,,,,,,2,,8,8,27,5,,,,50,
Horton ,1,log,3209,9,UNK,,4,0,IM,"KBK, CAE",A2298,2470,2470-01,29,,5,,180,15,26,,,,,,4,6,5,2,1,20,12,,,,50,
Horton ,1,log,3209,9,UNK,,4,0,IM,"KBK, CAE",A2298,2464,2464-01,27,,4,,180,19,26,,,,,,1,4,,2,,4,39,,,,50,
Horton ,1,log,3209,9,UNK,,4,0,IM,"KBK, CAE",A2298,2463,2463-01,28,,4,,360,20,26,,,,,,,18,2,1,1,26,2,,,,50,
Horton ,1,log,3209,9,UNK,,4,0,IM,"KBK, CAE",A2298,2277,2277-01,23,,3,,260,23.5,26,,,,,,,14,,13,,8,15,,,,50,
Horton ,1,log,3210,10,UNK,,3,0,JL,"JL, SK",B1718,2245,2245-01,16,,4,,110,4.5,22,,,,,,,10,,,,30,10,,,,50,
Horton ,1,log,3210,10,UNK,,3,0,JL,"JL, SK",B1718,2234,2234-01,20,,4.5,,110,5.5,23,,,,,,,25,,,,10,15,,,,50,
Horton ,1,log,3210,10,UNK,,3,0,JL,"JL, SK",B1718,2240,2240-01,21,,3.5,,290,7.5,23.5,,,,,,10,1,,15,,24,,,,,50,
Horton ,1,log,3210,10,UNK,,3,0,JL,"JL, SK",B1718,2224,2224-01,14,,3.5,,290,11,26.5,,,,,,15,,,10,,25,,,,,50,
Horton ,1,log,3211,11,PSME,,1,0,IM,"KBK, CAE",A2273,2126,2126-01,35,,5,,200,23,20.5,,,,,,,3,,,,27,20,,,,50,
Horton ,1,log,3211,11,PSME,,1,0,IM,"KBK, CAE",A2273,2123,2123-01,24,,4,,200,35,20.5,,,,,,,2,,3,2,13,30,,,,50,
Horton ,1,log,3211,11,PSME,,1,0,IM,"KBK, CAE",A2273,2125,2125-01,30,,3,,20,13,20.5,,,,,,1,2,,4,2,23,18,,,,50,
Horton ,1,log,3211,11,PSME,,1,0,IM,"KBK, CAE",A2273,2111,2111-01,25.5,,5,,20,18.5,20.5,,,,,,1,4,,3,,15,27,,,,50,
Horton ,1,log,3212,12,UNK,,3,1,JL,"JL, SK",B1675,2161,2161-01,14,,3.5,,110,9.5,21,,,POTR,121,62,10,1,,5,,24,10,,,,50,
Horton ,1,log,3212,12,UNK,,3,1,JL,"JL, SK",B1675,2201,2201-01,22,,3.5,,110,8.5,28,,,POTR,190,45,,1,,5,,39,5,,,,50,
Horton ,1,log,3212,12,UNK,,3,1,JL,"JL, SK",B1675,2160,2160-01,18.5,,3.5,,290,7,26,,,POTR,170,77,8,5,,5,,27,5,,,,50,
Horton ,1,log,3212,12,UNK,,3,1,JL,"JL, SK",B1675,2153,2153-01,25,,4.5,,290,5,23.5,,,POTR,119,62,15,,,1,,24,10,,,,50,
Horton ,1,log,3213,13,PIPO,,2,0,IM,"JL, SK",B1681,2152,2152-01,23.5,,4,,270,16.5,27.5,,,ROWO,75.5,4.5,,8,,3,5,29,,5,,,50,
Horton ,1,log,3213,13,PIPO,,2,0,IM,"JL, SK",B1681,2144,2144-01,22,,3,,270,12.5,27.5,,,,,,5,5,,8,,27,5,,,,50,
Horton ,1,log,3213,13,PIPO,,2,0,IM,"JL, SK",B1681,2170,2170-01,20,,4.5,,90,10.5,29.5,,,,,,,10,,20,,20,,,,,50,
Horton ,1,log,3213,13,PIPO,,2,0,SK,"JL, SK",B1681,2147,2147-01,27,,4.5,,90,6.5,31.5,,,ROWO,120,4.5,,4,,,,41,5,,,,50,
Horton ,1,log,3214,14,PSME,,2,1,IM,"KBK, CAE",A2274,2180,2180-01,23,,3,,60,26,21,,,PIPO,200,30.3,,1,,2,,39,8,,,,50,
Horton ,1,log,3214,14,PSME,,2,1,IM,"KBK, CAE",A2274,2195,2195-01,28,,5,,60,30,21,,,PIPO,200,30.3,,2,,1,5,31,11,,,,50,
Horton ,1,log,3214,14,PSME,,2,1,IM,"KBK, CAE",A2274,2193,2193-01,27,,5,,240,30,21,,,PIPO,200,30.3,,2,,1,2,35,10,,,,50,
Horton ,1,log,3214,14,PSME,,2,1,IM,"KBK, CAE",A2274,2186,2186-01,18,,3,,240,21,21,,,PIPO,200,30.3,2,10,,1,1,30,6,,,,50,
Horton ,1,log,3215,15,PIPO,,3,1,JL,"KBK, CAE",A2296,2467,2467-01,24,,4,,140,11,40,,,,,,4,8,3,3,,24,8,,,,50,
Horton ,1,log,3215,15,PIPO,,3,1,JL,"KBK, CAE",A2296,2472,2472-01,18,,4,,140,20,40,,,,,,8,5,,8,4,21,4,,,,50,
Horton ,1,log,3215,15,PIPO,,3,1,JL,"KBK, CAE",A2296,2468,2468-01,22,,5,,320,16,40,,,,,,5,11,,15,2,5,12,,,,50,
Horton ,1,log,3215,15,PIPO,,3,1,JL,"KBK, CAE",A2296,2272,2272-01,25,,5,,320,13,40,,,,,,23,3,,23,,,1,,,,50,
Horton ,1,log,3217,17,PSME,,3,0,"KBK, CAE","KBK, CAE",A2294,2453,2453-01,14,,4,,100,12.5,26,,,,,,4,4,,10,,5,27,,,,50,
Horton ,1,log,3217,17,PSME,,3,0,"KBK, CAE","KBK, CAE",A2294,2459,2459-01,29,,4,,100,9.5,26,,,,,,14,5,,11,3,4,13,,,,50,
Horton ,1,log,3217,17,PSME,,3,0,"KBK, CAE","KBK, CAE",A2294,2458,2458-01,20,,4,,280,10.5,26,,,,,,,,,4,3,18,25,,,,50,
Horton ,1,log,3217,17,PSME,,3,0,"KBK, CAE","KBK, CAE",A2294,2461,2461-01,24,,5,,280,15,26,,,,,,,3,,10,,25,12,,,,50,
Horton ,1,log,3218,18,UNK,,2,0,JL,"JL, CAE",A2315,2413,2413-01,20,,3,,260,12,23,,,,,,,1,,3,2,43,1,,,,50,
Horton ,1,log,3218,18,UNK,,2,0,JL,"JL, CAE",A2315,2314,2314-01,27,,4,,260,6,23,,,,,,3,2,6,4,,25,10,,,,50,
Horton ,1,log,3218,18,UNK,,2,0,JL,"JL, CAE",A2315,2403,2403-01,16,,5,,80,4.5,23,,,,,,3,2,7,5,3,25,5,,,,50,
Horton ,1,log,3218,18,UNK,,2,0,JL,"JL, CAE",A2315,2313,2313-01,13,,4,,80,4,23,,,,,,,8,1,,4,33,4,,,,50,
Horton ,1,log,3219,19,PSME,,1,1,"KBK, CAE","KBK, CAE",A2284,2296,2296-01,28,,4,,30,10,22,,,,,,6,6,,2,4,32,,,,,50,
Horton ,1,log,3219,19,PSME,,1,1,"KBK, CAE","KBK, CAE",A2284,404,404-01,26.5,,4,,30,10,22,,,,,,4,11,1,2,3,27,2,,,,50,
Horton ,1,log,3219,19,PSME,,1,1,"KBK, CAE","KBK, CAE",A2284,2394,2394-01,27,,4,,210,19,22,,,,,,,3,8,3,1,18,17,,,,50,
Horton ,1,log,3219,19,PSME,,1,1,"KBK, CAE","KBK, CAE",A2284,2299,2299-01,30,,4,,210,7,22,,,,,,,4,8,1,2,22,13,,,,50,
Horton ,1,log,3220,20,UNK,,3,1,JL,"JL, CAE",A2314,2307,2307-01,30,,3,,180,8,22,,,,,,,1,5,4,,32,8,,,,50,
Horton ,1,log,3220,20,UNK,,3,1,JL,"JL, CAE",A2314,2406,2406-01,21,,4,,180,9,22,,,,,,4,7,,7,2,28,2,,,,50,
