Site_Info,,Structure_Info,,,,,,,,,Seedling_Info,,,,,,Competition,,,Cover,,,,,,,,,,,
SITE_NAME,SITE_NO,STRUCTURE_TYPE,STRUCTURE_NO,STRUCTURE_SP,DBH,DECAY_CLASS,VEXAR,PLANTER_NAME,RECORDER_NAME,PHOTO_NO,TAG_ID,HEIGHT,RCD,AZIMUTH,DIST,LOG_HT,SPECIES,DIST,HEIGHT,GRASS,FORB,SHRUB,ROCK,CWD,LITTER,BARE_SOIL,MOSS,SNAG/ROOT,OTHER,TOTAL,NOTES
Luna,1,2,25,AB sp,,2,1,NRS,"LB, DL",A2262,441,27,3.2,285,13,28,RU sp,75,2,,30,,,,5,15,,,,50,
Luna,1,2,29,AB sp,,3,1,NRS,"LB, DL",A2261,358,24,3.8,250,14,24.5,RU sp,25,1,15,,5,3,,,27,,,,50,
Luna,1,2,29,AB sp,,3,1,NRS,"LB, DL",A2261,456,22,2.9,250,10,22,RU sp,40,20,,25,,,,5,20,,,,50,
Luna,1,2,29,AB sp,,3,1,NRS,"LB, DL",A2261,308,29,3.2,70,14,29,RU sp,22,20,,35,10,,,5,,,,,50,
Luna,1,2,29,AB sp,,3,1,NRS,"LB, DL",A2261,430,28.5,3.6,70,17,25,RU sp,6,24,20,,10,,,10,10,,,,50,
Luna,1,2,17,AB sp,,2,0,NRS,"LB, DL ",A2260,422,21.5,3.1,225,15,23,RU sp,28,2,,8,4,5,,,83,,,,100,
Luna,1,2,17,AB sp,,2,0,NRS,"LB, DL ",A2260,844,20.5,4,225,13,24,RU sp,30,2,15,25,3,,3,,54,,,,100,
Luna,1,2,17,AB sp,,2,0,NRS,"LB, DL ",A2260,555,25.5,2.9,45,13,22,RU sp,18,2,,10,4,,6,5,75,,,,100,
Luna,1,2,17,AB sp,,2,0,NRS,"LB, DL ",A2260,368,28,2.75,45,15,23,RU sp,50,2,,10,1,,7,,82,,,,100,
Luna ,1,3,3,,,,1,NRS,"SK, EV",B1623,322,29,4,,,,,,,,65,,5,,10,20,,,,100,
Luna ,1,3,3,,,,1,NRS,"SK, EV",B1623,310,21,3.4,,,,,,,,25,,1,,,74,,,,100,
Luna ,1,3,3,,,,1,NRS,"SK, EV",B1623,311,24,3.1,,,,,,,,75,,,,,25,,,,100,
Luna ,1,3,3,,,,1,NRS,"SK, EV",B1623,467,18,4,,,,,,,5,55,,,,,40,,,,100,
Luna,1,1,20,AB sp,34,3,0,NRS,"SK, EV",B1671,353,27,3.4,60,15,,,,,,45,,,,,5,,,,50,UNK shrub B1672
Luna,1,1,20,AB sp,34,3,0,NRS,"SK, EV",B1671,426,18,3.5,230,15,,,,,,25,,,,5,5,,15,,50,UNK shrub B1672
Luna,1,1,20,AB sp,34,3,0,NRS,"SK, EV",B1671,409,19,3,280,19,,UNK shrub,182,14.5,,35,,,,,,,15,,50,UNK shrub B1672
Luna,1,1,20,AB sp,34,3,0,NRS,"SK, EV",B1671,352,26,3.3,330,14.5,,UNK shrub,180,14.5,,,15,,,5,10,,15,,45,UNK shrub B1672
Luna,1,1,3,AB sp,34,2,1,DL,"SK, EV",B1670,316,24,3.5,,7,,,,,,35,,,,,15,,,,50,
Luna,1,1,3,AB sp,34,2,1,DL,"SK, EV",B1670,315,22,3.9,,14.5,,,,,,45,,,,,5,,,,50,
Luna,1,1,3,AB sp,34,2,1,DL,"SK, EV",B1670,309,21,3.1,,9.5,,,,,,34,,,,,8,,8,,50,
Luna,1,1,3,AB sp,34,2,1,DL,"SK, EV",B1670,685,29,3.3,,11,,,,,,40,,,,,,,10,,50,
Luna,1,1,5,AB sp,30.5,3,0,NRS,"SK, EV",B1669,341,21,2.8,170,10,,RU sp,120,11,,40,,,,,5,,5,,50,
Luna,1,1,5,AB sp,30.5,3,0,NRS,"SK, EV",B1669,351,22.5,2.5,240,15,,RU sp,166,11,,35,,,5,,10,,,,50,
Luna,1,1,5,AB sp,30.5,3,0,NRS,"SK, EV",B1669,304,21,3.9,310,8,,RU sp,183,9,,30,,,,,10,,10,,50,
Luna,1,1,5,AB sp,30.5,3,0,NRS,"SK, EV",B1669,338,28.5,3.9,30,13.5,,RU sp,141,15,,40,,,,,8,,2,,50,
Luna,1,1,7,PI sp,29,3,1,NS,"SK, EV",B1668,499,20.5,3.5,300,14,,,,,,8,,,,8,24,,10,,50,
Luna,1,1,7,PI sp,29,3,1,NS,"SK, EV",B1668,407,21.5,4.3,160,25,,,,,,8,,,,8,29,,5,,50,
Luna,1,1,7,PI sp,29,3,1,NS,"SK, EV",B1668,605,20.5,4.1,110,22,,,,,,15,,,,10,15,,10,,50,
Luna,1,1,7,PI sp,29,3,1,NS,"SK, EV",B1668,413,18.5,3,40,19.5,,,,,,5,,,,,15,,30,,50,
Luna,1,3,20,,,,0,NRS,"SK, EV",B1667,345,20,3.6,,,,,,,,15,,,10,,75,,,,100,
Luna,1,3,20,,,,0,NRS,"SK, EV",B1667,337,26,3.1,,,,,,,,74,,2,4,,10,,,,90,
Luna,1,3,20,,,,0,NRS,"SK, EV",B1667,414,19,3.4,,,,,,,,63,,2,5,,30,,,,100,
Luna,1,3,20,,,,0,NRS,"SK, EV",B1667,411,19,3.5,,,,,,,,72,,4,4,,20,,,,100,
Luna,1,1,15,PI sp,29,3,0,NS,"SK, EV",B1666,345,27.5,3.2,90,25,,,,,,,8,,8,,34,,,,50,
Luna,1,1,15,PI sp,29,3,0,NS,"SK, EV",B1666,318,18.5,3.1,170,23.5,,,,,,10,,,,5,27,,8,,50,
Luna,1,1,15,PI sp,29,3,0,NS,"SK, EV",B1666,317,18,4,260,19,,,,,5,10,,,,,30,,5,,50,
Luna,1,1,15,PI sp,29,3,0,NS,"SK, EV",B1666,408,14,4,50,17,,,,,,20,,,,,30,,,,50,
Luna,1,1,14,UNK,18,3,0,NRS,"SK, EV",B1665,320,33.5,4.4,100,10,,,,,,27,,,,,15,,8,,50,
Luna,1,1,14,UNK,18,3,0,NRS,"SK, EV",B1665,333,29,3.9,250,12,,,,,,10,,8,,10,22,,,,50,
Luna,1,1,14,UNK,18,3,0,NRS,"SK, EV",B1665,355,22,3.5,340,12,,,,,,25,,,,,10,,15,,50,
Luna,1,1,14,UNK,18,3,0,NRS,"SK, EV",B1665,321,12,3.4,20,11.5,,,,,,40,,,,,10,,,,50,
Luna,1,3,11,,,,1,NRS,"SK, EV",B1664,336,28,3.6,,,,SA sp,193,63,,35,,5,,,60,,,,100,
Luna,1,3,11,,,,1,NRS,"SK, EV",B1664,307,23.5,4,,,,,,,5,45,,,,20,30,,,,100,
Luna,1,3,11,,,,1,NRS,"SK, EV",B1664,344,25.5,4.5,,,,,,,,40,,5,,,55,,,,100,
Luna,1,3,11,,,,1,NRS,"SK, EV",B1664,324,27.5,2.8,,,,SA sp,155,63,,35,,5,,,60,,,,100,
Luna,1,1,16,AB sp,25.5,3,0,NS,"SK, EV",B1663,323,22.5,3.5,340,19.5,,,,,15,5,,,,5,25,,,,50,
Luna,1,1,16,AB sp,25.5,3,0,NS,"SK, EV",B1663,332,21,2.5,60,15,,,,,,25,,,,,15,,10,,50,
Luna,1,1,16,AB sp,25.5,3,0,NS,"SK, EV",B1663,432,25,2.5,190,14.5,,,,,,10,,,20,,20,,,,50,
Luna,1,1,16,AB sp,25.5,3,0,NS,"SK, EV",B1663,349,12,3.4,260,31.5,,SA sp,162,83,20,5,,,,,15,,10,,50,
Luna,1,2,16,UNK,,2,0,NRS,"LB, DL",A2268,436,24,3.75,105,12,30,SA sp,145,15,4,3,,5,3,,35,,,,50,
Luna,1,2,16,UNK,,2,0,NRS,"LB, DL",A2268,435,26.5,3.65,285,11,25,SA sp,130,85,,2,,,7,,41,,,,50,
Luna,1,2,16,UNK,,2,0,NRS,"LB, DL",A2268,450,23.5,3.25,285,10,26,SA sp,153,95,,25,,5,5,,15,,,,50,
Luna,1,2,16,UNK,,2,0,NRS,"LB, DL",A2268,446,9.5,4.5,105,13,27,,,,,25,,,,,25,,,,50,
Luna,1,3,29,,,,0,NRS,"LB, DL",A2267,449,17.5,2.9,,,,,,,,50,,,,10,40,,,,100,
Luna,1,3,29,,,,0,NRS,"LB, DL",A2267,462,25,2.9,,,,,,,,25,,,,10,5,,10,,50,
Luna,1,3,29,,,,0,NRS,"LB, DL",A2267,458,21,2.95,,,,,,,,60,,3,,15,21,,1,,100,
Luna,1,3,29,,,,0,NRS,"LB, DL",A2267,417,14.5,3.15,,,,,,,,25,,,,50,17,,8,,100,
Luna,1,2,4,PI sp ,,2,1,NS,"DL, SK",A2231,597,25.5,,40,7.5,40,,,,,8,,12,5,5,70,,,,100,"need RCD for: 597, 507, 502, 540"
Luna,1,2,4,PI sp ,,2,1,NS,"DL, SK",A2231,507,21,,40,10.5,38,,,,,8,,,8,,84,,,,100,"need RCD for: 597, 507, 502, 540"
Luna,1,2,4,PI sp ,,2,1,NS,"DL, SK",A2231,502,21,,220,6.5,38,,,,,8,,1,,,91,,,,100,"need RCD for: 597, 507, 502, 540"
Luna,1,2,4,PI sp ,,2,1,NS,"DL, SK",A2231,540,11,,220,8,38,,,,,12,,1,,10,77,,,,100,"need RCD for: 597, 507, 502, 540"
Luna,1,2,9,,,2,0,NS,"LB, NS",A1639,884,12,2.26,200,9,90,SA sp,70,29,,5,,,5,,40,,,,50,
Luna,1,2,9,,,2,0,NS,"LB, NS",A1639,584,24.5,3.31,200,12,31,SA sp,50,29,,7,,,3,,30,,10,,50,
Luna,1,2,9,,,2,0,NS,"LB, NS",A1639,857,23,3.82,20,13,29,SA sp,122,41,,30,,,,,20,,,,50,
Luna,1,2,9,,,2,0,NS,"LB, NS",A1639,871,18,3.4,20,8,26,SA sp,70,41,,22,,,3,,25,,,,50,
Luna,1,2,3,PI sp,,2,0,NS,"SK, EV",A2222,553,23.5,3.1,160,5,35.5,,,,,10,,,,4,36,,,,50,
Luna,1,2,3,PI sp,,2,0,NS,"SK, EV",A2222,567,13.5,3.1,160,9,37.5,,,,,1,,,8,10,31,,,,50,
Luna,1,2,3,PI sp,,2,0,NS,"SK, EV",A2222,859,18.5,4.08,340,4.5,29,,,,,15,,,4,,31,,,,50,
Luna,1,2,3,PI sp,,2,0,NS,"SK, EV",A2222,564,17.5,3.36,340,4,29.5,,,,,15,,1,5,,29,,,,50,
Luna,1,2,12,PI sp,,2,0,NS,"SK, EV",A2225,533,21.5,2.78,20,5.5,27.5,,,,,1,,,5,,44,,,,50,
Luna,1,2,12,PI sp,,2,0,NS,"SK, EV",A2225,566,22.5,2.36,20,5,25,,,,,20,,,,2,28,,,,50,
Luna,1,2,12,PI sp,,2,0,NS,"SK, EV",A2225,862,16,2.76,200,7,23,,,,,,30,,,,20,,,,50,
Luna,1,2,12,PI sp,,2,0,NS,"SK, EV",A2225,508,23,2.1,200,6,24,SA sp,188,32,,25,,,,5,20,,,,50,
Luna,1,2,27,UNK,,3,0,NS,"LB, DL",A2251,610,24,3.25,350,10,22,,,,5,35,,,,,10,,,,50,
Luna,1,2,27,UNK,,3,0,NS,"LB, DL",A2251,479,22,3.4,350,10,13,,,,5,40,,,,,5,,,,50,
Luna,1,2,27,UNK,,3,0,NS,"LB, DL",A2251,482,16,2.7,170,16,20,,,,30,10,,,,,10,,,,50,
Luna,1,2,27,UNK,,3,0,NS,"LB, DL",A2251,364,27.5,3.55,170,21,24,,,,20,15,,,,,15,,,,50,
Luna,1,2,8,PI sp,,2,0,NS,"SK, EV",B1659,342,20.5,3.9,40,5.5,32.5,,,,,10,,,,10,30,,,,50,
Luna,1,2,8,PI sp,,2,0,NS,"SK, EV",B1659,340,14.5,3.4,40,14.5,28.5,,,,,8,,,,12,30,,,,50,
Luna,1,2,8,PI sp,,2,0,NS,"SK, EV",B1659,329,13,3.2,230,8,33,,,,,15,,,,,45,,,,60,
Luna,1,2,8,PI sp,,2,0,NS,"SK, EV",B1659,326,27.5,4,230,5.5,29.5,,,,,,,,,10,40,,,,50,
Luna,1,2,14,AB sp,,2,1,EV,"LB, DL",A2246,834,31,3.9,160,17,32.5,SA sp,188,80,,21,,2,,,25,,2,,50,
Luna,1,2,14,AB sp,,2,1,EV,"LB, DL",A2246,362,23.5,3,160,20,30,SA sp,115,80,30,,,2,,6,12,,,,50,
Luna,1,2,14,AB sp,,2,1,EV,"LB, DL",A2246,578,14.5,2.45,340,15,28,SA sp,83,86,18,15,,,,,15,,2,,50,
Luna,1,2,14,AB sp,,2,1,EV,"LB, DL",A2246,888,27,3.35,340,15,28,SA sp,173,80,,15,,,,20,7,,6,,48,
Luna,1,2,6,AB sp,,2,0,EV,,A2240,588,23.5,3.25,85,22,36,,,,,25,,,,,25,,,,50,
Luna,1,2,6,AB sp,,2,0,EV,,A2240,379,25,4.45,85,17,27,,,,,30,,,,5,12,,3,,50,
Luna,1,2,6,AB sp,,2,0,EV,,A2240,545,31.5,4,265,11,26,,,,,10,,,,5,35,,,,50,
Luna,1,2,6,AB sp,,2,0,EV,,A2240,368,26,3.9,265,15,27.5,,,,,15,,,,10,21,,4,,50,
Luna,1,2,23,UNK,,2,0,EV,"LB, DL",A2254,396,29,4.2,120,16,28,SA sp,50,40,,20,,,4,10,16,,,,50,
Luna,1,2,23,UNK,,2,0,EV,"LB, DL",A2254,504,30,4.2,300,12,25,SA sp,75,40,,10,,,,,36,,4,,50,
Luna,1,2,23,UNK,,2,0,EV,"LB, DL",A2254,525,27.5,4,120,12,27,SA sp,115,44,20,20,,,,,10,,,,50,
Luna,1,2,23,UNK,,2,0,EV,"LB, DL",A2254,301,22,3.8,300,13,27,SA sp,115,44,,,,10,,,40,,,,50,
Luna,1,2,24,PI sp,,2,0,EV,"SK, EV",B1645,861,19.5,4,40,6.5,36.5,,,,,30,,,,2,18,,,,50,
Luna,1,2,24,PI sp,,2,0,EV,"SK, EV",B1645,877,28.5,3.5,40,5,28,SY sp ,198,51,,45,,,,,5,,,,50,
Luna,1,2,24,PI sp,,2,0,EV,"SK, EV",B1645,551,20.5,3.6,220,10.5,33.5,SY sp ,200,51,,30,,,,,20,,,,50,
Luna,1,2,24,PI sp,,2,0,EV,"SK, EV",B1645,514,23.5,3.6,220,16.5,34,,,,,10,,,,5,35,,,,50,
Luna,1,2,13,AB sp,,2,0,NRS,"LB, DL",A2244,883,29,3.35,15,13,33,,,,,17,,,,5,25,,3,,50,
Luna,1,2,13,AB sp,,2,0,NRS,"LB, DL",A2244,391,22,3.9,15,16,32,,,,,32,,,,3,15,,,,50,
Luna,1,2,13,AB sp,,2,0,NRS,"LB, DL",A2244,614,25,3.6,195,4,26,,,,,15,,,,20,15,,,,50,
Luna,1,2,13,AB sp,,2,0,NRS,"LB, DL",A2244,529,25.5,,195,10,30,,,,,20,,,,10,20,,,,50,
Luna ,1,2,10,AB sp,,2,0,NRS,"LB, DL",A2241,489,31,3.3,240,14,27,SA sp,195,66,20,5,,,,10,17,,2,,54,
Luna ,1,2,10,AB sp,,2,0,NRS,"LB, DL",A2241,371,24,4.1,240,10,23,,,,,10,,5,,10,25,,,,50,
Luna ,1,2,10,AB sp,,2,0,NRS,"LB, DL",A2241,394,16,2.15,60,12,25,,,,,40,,,,5,5,,,,50,
Luna ,1,2,10,AB sp,,2,0,NRS,"LB, DL",A2241,836,27,3.1,60,10,24.5,,,,,8,,15,,8,19,,,,50,
Luna,1,2,2,UNK,,2,1,NRS,LB,A2235,384,30,4.1,10,14,24,,,,15,10,,,,,85,,,,110,
Luna,1,2,2,UNK,,2,1,NRS,LB,A2235,373,24,3.9,10,16,31,SA sp,178,81,,20,,,,1,85,,4,,110,
Luna,1,2,2,UNK,,2,1,NRS,LB,A2235,617,29.5,3.05,190,14,33,SA sp,148,81,,15,,,5,5,78,,2,,105,
Luna,1,2,18,PI sp ,,2,0,NRS,"SK, EV",B1647,574,29,3.8,220,12,33,,,,,30,,,4,10,6,,,,50,
Luna,1,2,18,PI sp ,,2,0,NRS,"SK, EV",B1647,505,27,3.4,220,20.5,30,,,,5,15,,,,,22,,8,,50,
Luna,1,2,18,PI sp ,,2,0,NRS,"SK, EV",B1647,583,29.5,3.7,50,9.5,31,,,,,20,,,8,,22,,,,50,
Luna,1,2,18,PI sp ,,2,0,NRS,"SK, EV",B1647,881,20.5,3.8,50,8.5,32.5,,,,,15,,,10,,25,,,,50,
Luna,1,2,28,PI sp,,2,1,NRS,"SK, EV",B1646,636,19.5,4,10,10.5,32,,,,,13,,,,5,30,,2,,50,POTR within 240 cm of seedling 1
Luna,1,2,28,PI sp,,2,1,NRS,"SK, EV",B1646,863,25.5,3,10,10.5,34,,,,43,5,,,,2,,,,,50,POTR within 240 cm of seedling 1
Luna,1,2,28,PI sp,,2,1,NRS,"SK, EV",B1646,527,26,3.7,190,10,32.5,,,,48,2,,,,,,,,,50,POTR within 240 cm of seedling 1
Luna,1,2,28,PI sp,,2,1,NRS,"SK, EV",B1646,572,15.5,2.9,190,7,35,,,,10,35,,,,,5,,,,50,POTR within 240 cm of seedling 1
Luna,1,2,20,PI sp ,,2,1,NRS,"SK, EV",B1644,544,23.5,3.9,330,7.5,27,,,,,20,,5,,,25,,,,50,
Luna,1,2,20,PI sp ,,2,1,NRS,"SK, EV",B1644,548,26,3.9,330,2.5,23.5,,,,,15,,,,,35,,,,50,
Luna,1,2,20,PI sp ,,2,1,NRS,"SK, EV",B1644,581,28.5,3.9,150,11,27,,,,,10,,4,,5,21,,,,40,
Luna,1,2,20,PI sp ,,2,1,NRS,"SK, EV",B1644,477,27.5,4.4,150,8,29,SY sp ,167,49,,8,,2,4,,36,,,,50,
Luna,1,2,30,AB sp,,2,1,LB,"LB, DL",A2252,573,24,4.1,5,235,9,,,,6,,,6,,2,36,,,,50,
Luna,1,2,30,AB sp,,2,1,LB,"LB, DL",A2252,494,26.5,3.15,5,10,24,,,,,35,,3,,,12,,,,50,
Luna,1,2,30,AB sp,,2,1,LB,"LB, DL",A2252,562,35,4.3,185,11,20,,,,20,10,,,,10,10,,,,50,
Luna,1,2,30,AB sp,,2,1,LB,"LB, DL",A2252,497,33,2.7,185,9,24.5,,,,,30,,,,3,17,,,,50,
Luna,1,2,15,UNK,,,1,LB,"LB, DL",A2237,382,24,3.4,225,4.5,26,,,,84,10,,,,6,,,,,100,
Luna,1,2,15,UNK,,,1,LB,"LB, DL",A2237,550,29.5,3.45,225,8.5,28.5,,,,10,20,,,,,20,,,,50,
Luna,1,2,15,UNK,,,1,LB,"LB, DL",A2237,493,35,3.9,45,10,29.5,,,,,44,,,,,6,,,,50,
Luna,1,2,15,UNK,,,1,LB,"LB, DL",A2237,380,21,4.1,45,15,31,,,,,30,,,,10,10,,,,50,
Luna,1,2,26,AB sp,,2,1,LB,"LB, DL",A2255,841,29.5,3.5,30,14,32,,,,25,5,,2,,,18,,,,50,
Luna,1,2,26,AB sp,,2,1,LB,"LB, DL",A2255,397,24.5,3.5,30,5.5,30,SA sp,165,65,,10,,2,,25,13,,,,50,
Luna,1,2,26,AB sp,,2,1,LB,"LB, DL",A2255,679,30.5,3.2,210,7,32,,,,,15,,,,15,20,,,,50,
Luna,1,2,26,AB sp,,2,1,LB,"LB, DL",A2255,378,27,3.1,210,14.5,30,,,,15,10,,,,15,10,,,,50,
Luna,1,2,2,,,2,0,DL,"LB, NS",A1640,521,245,3.13,250,8,30,RU sp,164,13,,20,,5,,,25,,,,50,
Luna,1,2,2,,,2,0,DL,"LB, NS",A1640,524,20,3.88,250,11,31,RU sp,155,10,,20,,,,,30,,,,50,
Luna,1,2,2,,,2,0,DL,"LB, NS",A1640,880,16,3.66,70,15,32,RU sp,130,10,,35,,,,,15,,,,50,
Luna,1,2,2,,,2,0,DL,"LB, NS",A1640,848,27,,70,15,36,RU sp,110,16,,,,,,,,,,,0,
Luna,1,2,7,,,2,0,DL,"LB, NRS",B1637,596,26,3.33,200,10,32,SA sp,180,29,,20,,3,,2,25,,,,50,
Luna,1,2,7,,,2,0,DL,"LB, NRS",B1637,542,28,3.44,200,13,34,,,,,,,,,5,45,,,,50,
Luna,1,2,7,,,2,0,DL,"LB, NRS",B1637,559,17.5,3.69,20,10,30,,,,,5,,,,3,42,,,,50,
Luna,1,2,7,,,2,0,DL,"LB, NRS",B1637,518,13.5,3.99,20,13,30,,,,,,,,,3,47,,,,50,
Luna,1,2,5,PI sp,,2,1,DL,"SK, EV",A2223,560,25.5,3.96,260,5.5,29.5,SA sp,175,31.5,,20,,,,5,25,,,,50,
Luna,1,2,5,PI sp,,2,1,DL,"SK, EV",A2223,547,25.5,3.47,260,10,30,SA sp,200,25.5,,40,,,,,10,,,,50,
Luna,1,2,5,PI sp,,2,1,DL,"SK, EV",A2223,565,24.5,4.2,100,9,33,,,,15,15,,,,,10,,10,,50,
Luna,1,2,5,PI sp,,2,1,DL,"SK, EV",A2223,860,18.5,2.44,100,4,30.5,SA sp,150,31.5,,34,,,,,8,,8,,50,
Luna,1,2,11,UNK,,2,1,DL,LB,A2234,359,25.5,3,240,13,37,SA sp,188,37,,15,,,2,,83,,,,100,
Luna,1,2,11,UNK,,2,1,DL,LB,A2234,376,17,2.7,240,9,33,SA sp,92,37,,15,,,,4,81,,,,100,
Luna,1,2,11,UNK,,2,1,DL,LB,A2234,618,19,2.7,60,12,36,SA sp,120,37,,20,,,,3,77,,,,100,
Luna,1,2,11,UNK,,2,1,DL,LB,A2234,890,23,3.2,60,13,35,,,,,15,,,,3,77,,5,,100,
Luna,1,1,4,ABCO,36.5,3,1,DL,"LB, NRS",B1635,840,20,3.47,155,13,,SA sp,140,30,,10,,,,,25,,15,,50,
Luna,1,1,4,ABCO,36.5,3,1,DL,"LB, NRS",B1635,503,25,2.87,240,4,,SA sp,87,30,10,10,,,,10,20,,,,50,
Luna,1,1,4,ABCO,36.5,3,1,DL,"LB, NRS",B1635,854,21,3.43,350,9,,SA sp,123,30,,10,,,,,20,,20,,50,
Luna,1,1,4,ABCO,36.5,3,1,DL,"LB, NRS",B1635,837,18,2.56,100,13,,SA sp,146,30,,,,,,5,25,,20,,50,
Luna,1,1,12,PI sp ,37.5,3,1,DL,"LB, NRS",B1631,874,32.5,4.31,110,7,,,,,,,,,,15,25,,10,,50,
Luna,1,1,12,PI sp ,37.5,3,1,DL,"LB, NRS",B1631,852,27,3.08,210,10,,,,,,10,,,,,35,,5,,50,
Luna,1,1,12,PI sp ,37.5,3,1,DL,"LB, NRS",B1631,536,13,3.84,330,14,,SA sp,182,45,,33,,,,,5,,12,,50,
Luna,1,1,12,PI sp ,37.5,3,1,DL,"LB, NRS",B1631,501,22.5,3.4,35,16.5,,,,,,30,,,,,5,,15,,50,
Luna,1,1,13,AB sp,36.5,2,0,DL,"SK, EV",A2229,849,28.5,4.5,10,14.5,,RU sp,85,40,,8,,,5,,47,,,,60,
Luna,1,1,13,AB sp,36.5,2,0,DL,"SK, EV",A2229,586,23.5,3.64,250,7,,RU sp,29.5,10,,10,10,,,,25,,5,,50,
Luna,1,1,13,AB sp,36.5,2,0,DL,"SK, EV",A2229,600,16.5,3.84,180,12.5,,RU sp,48,24.5,,,,2,,,40,,8,,50,
Luna,1,1,13,AB sp,36.5,2,0,DL,"SK, EV",A2229,593,22.5,2.96,80,14.5,,RU sp,14,24.5,,10,15,,,,5,,20,,50,
Luna,1,1,18,AB sp,28.5,3,1,NRS,"LB, DL",A2251,523,26.5,3.5,70,15,,2250,105,33,15,15,,8,,,12,,,,50,2250 unknown species pic for competition
Luna,1,1,18,AB sp,28.5,3,1,NRS,"LB, DL",A2251,546,27,3.7,150,14,,2250,140,33,,,,5,,,30,,15,,50,2250 unknown species pic for competition
Luna,1,1,18,AB sp,28.5,3,1,NRS,"LB, DL",A2251,369,32.5,3.1,210,11.5,,2250,154,33,,,,5,,3,30,,12,,50,2250 unknown species pic for competition
Luna,1,1,18,AB sp,28.5,3,1,NRS,"LB, DL",A2251,485,23,4.05,320,8.5,,2250,127,33,10,20,,,,10,10,,,,50,2250 unknown species pic for competition
Luna,1,1,10,UNK,30,2,0,NRS,"DL, LB ",A2245,595,31.5,3.6,40,15,,,,,,1,,5,,2,42,,,,50,
Luna,1,1,10,UNK,30,2,0,NRS,"DL, LB ",A2245,374,32,3.4,205,13,,,,,,10,,,,10,20,,10,,50,
Luna,1,1,10,UNK,30,2,0,NRS,"DL, LB ",A2245,835,24,3.1,260,13,,,,,,5,,,,,30,,15,,50,
Luna,1,1,10,UNK,30,2,0,NRS,"DL, LB ",A2245,592,33.5,4,310,20,,,,,,7,,,,,28,,15,,50,
Luna,1,1,9,AB sp ,28,2,1,NRS,"DL, LB ",A2242,868,25,4.15,115,5.5,,,,,,25,,5,,,17,,3,,50,
Luna,1,1,9,AB sp ,28,2,1,NRS,"DL, LB ",A2242,484,31,3.3,230,13,,,,,,10,,,10,,10,,20,,50,
Luna,1,1,9,AB sp ,28,2,1,NRS,"DL, LB ",A2242,607,27,3.2,270,13.5,,,,,,8,,3,5,,22,,12,,50,
Luna,1,1,9,AB sp ,28,2,1,NRS,"DL, LB ",A2242,383,21.5,4,10,6,,,,,30,4,,,,,10,,6,,50,
Luna,1,1,30,AB sp,33.5,3,1,NRS,"SK, EV",B1661,330,31.5,3.8,160,4.5,,SA sp,140,43,,20,,5,,,25,,,,50,
Luna,1,1,30,AB sp,33.5,3,1,NRS,"SK, EV",B1661,328,36.5,3.8,40,16.5,,,,,,2,,5,,,33,,10,,50,
Luna,1,1,30,AB sp,33.5,3,1,NRS,"SK, EV",B1661,331,24.5,4,130,19,,,,,,,,5,,,30,,15,,50,
Luna,1,1,30,AB sp,33.5,3,1,NRS,"SK, EV",B1661,325,20.5,3,230,10,,SA sp,175,43,,10,,5,,,30,,5,,50,
Luna,1,1,25,PI sp ,27.5,3,0,NRS,"SK, EV",B1654,483,21,3.3,290,16,,,,,,5,,5,,15,15,,10,,50,
Luna,1,1,25,PI sp ,27.5,3,0,NRS,"SK, EV",B1654,528,30.5,3.9,40,13,,SA sp,199,107,,5,,,,,30,,15,,50,
Luna,1,1,25,PI sp ,27.5,3,0,NRS,"SK, EV",B1654,608,22.5,3.2,100,11,,,,,,4,,,,12,4,,30,,50,
Luna,1,1,25,PI sp ,27.5,3,0,NRS,"SK, EV",B1654,853,23.5,2.9,220,15,,,,,,15,,,,17,18,,10,,60,
Luna,1,1,27,AB sp ,29.5,3,0,NRS,"SK, EV",B1653,539,23.5,3.5,240,8,,,,,,35,,,,,5,,10,,50,decay class 3.5
Luna,1,1,27,AB sp ,29.5,3,0,NRS,"SK, EV",B1653,587,22.5,3,360,11.5,,,,,5,15,,,,,25,,5,,50,decay class 3.5
Luna,1,1,27,AB sp ,29.5,3,0,NRS,"SK, EV",B1653,885,27,3.7,60,9.5,,,,,,25,,,,,5,,20,,50,decay class 3.5
Luna,1,1,27,AB sp ,29.5,3,0,NRS,"SK, EV",B1653,372,17,3,150,16,,,,,5,15,,,,,15,,15,,50,decay class 3.5
Luna,1,1,29,AB sp ,30.5,3,1,NRS,"SK, EV",B1651,498,27.5,3.6,200,9.5,,,,,,,,2,,,33,,15,,50,
Luna,1,1,29,AB sp ,30.5,3,1,NRS,"SK, EV",B1651,599,20.5,2.9,330,6.5,,,,,,15,,,,5,25,,5,,50,
Luna,1,1,29,AB sp ,30.5,3,1,NRS,"SK, EV",B1651,842,22.5,3.4,50,19,,,,,,,,5,,10,15,,20,,50,
Luna,1,1,29,AB sp ,30.5,3,1,NRS,"SK, EV",B1651,619,26,3.4,110,17.5,,,,,,,,5,,10,5,,20,,40,
Luna,1,1,26,AB sp ,30,3,0,NRS,"SK, EV",B1642,474,22,3.2,330,9,,,,,,10,,2,,10,26,,2,,50,
Luna,1,1,26,AB sp ,30,3,0,NRS,"SK, EV",B1642,561,22,4.1,60,19,,,,,,20,,5,,5,15,,5,,50,
