Site_Info,,Structure_Info,,,,,,,,,Seedling_Info,,,,,,Competition,,,Cover,,,,,,,,,,,
SITE_NAME,SITE_NO,STRUCTURE_TYPE,STRUCTURE_NO,STRUCTURE_SP,DBH,DECAY_CLASS,VEXAR,PLANTER_NAME,RECORDER_NAME,PHOTO_NO,TAG_ID,HEIGHT,RCD,AZIMUTH,DIST,LOG_HT,SPECIES,DIST,HEIGHT,GRASS,FORB,SHRUB,ROCK,CWD,LITTER,BARE_SOIL,MOSS,SNAG/ROOT,OTHER,TOTAL,NOTES
Horton ,1,1,11,PSME,45,1,0,JL,"KBK, JL",B1721,2407,22,4,290,27,,,,,,,,7,10,28,5,,,,50,
Horton ,1,1,12,PIPO,37,1,1,JL,"JL, CAE",A2309,2284,20,3,280,9,,,,,4,3,,2,17,19,5,,,,50,
Horton ,1,1,12,PIPO,37,1,1,JL,"JL, CAE",A2309,2497,25,4,190,11.5,,,,,,4,,3,6,17,20,,,,50,
Horton ,1,1,12,PIPO,37,1,1,JL,"JL, CAE",A2309,2474,30,5,160,16,,,,,,15,,2,3,22,8,,,,50,
Horton ,1,1,12,PIPO,37,1,1,JL,"JL, CAE",A2309,2274,28,3,40,14,,,,,,9,,10,2,22,7,,,,50,
Horton ,1,1,13,PSME,35,2,0,JL,"JL, SK",B1696,2301,12.5,3,120,8.5,,UNK,80,17.5,25,,,2,,23,,,,,50,UNK COMP photo no. B1697
Horton ,1,1,13,PSME,35,2,0,JL,"JL, SK",B1696,2209,24,3,210,11,,UNK,110,17.5,2,2,,2,,24,20,,,,50,UNK COMP photo no. B1697
Horton ,1,1,13,PSME,35,2,0,JL,"JL, SK",B1696,2360,23.5,4,280,5.5,,,,,15,2,,10,,13,10,,,,50,
Horton ,1,1,13,PSME,35,2,0,JL,"JL, SK",B1696,2382,25,4,40,17.5,,UNK,127,17.5,10,2,,2,,26,10,,,,50,UNK COMP photo no. B1697
Horton ,1,1,14,PSME,27.5,1,1,JL,"KBK, CAE",A2285,2102,13,3,290,10.5,,,,,6,2,,8,1,17,16,,,,50,
Horton ,1,1,14,PSME,27.5,1,1,JL,"KBK, CAE",A2285,2109,30,5,200,10,,,,,1,6,,1,6,18,18,,,,50,
Horton ,1,1,14,PSME,27.5,1,1,JL,"KBK, CAE",A2285,2118,18,3,115,8.5,,,,,1,1,2,,7,18,21,,,,50,
Horton ,1,1,14,PSME,27.5,1,1,JL,"KBK, CAE",A2285,2122,31,4,45,19,,,,,,1,,6,2,35,6,,,,50,
Horton ,1,1,15,PSME,40.5,1,1,CAE,"KBK, CAE",A2279,2192,24,3,75,16,,,,,,1,,21,1,8,19,,,,50,
Horton ,1,1,15,PSME,40.5,1,1,CAE,"KBK, CAE",A2279,2183,19,3,130,18,,,,,,3,2,13,,2,30,,,,50,
Horton ,1,1,15,PSME,40.5,1,1,CAE,"KBK, CAE",A2279,2199,19,3,250,10,,,,,,11,,20,,2,17,,,,50,
Horton ,1,1,15,PSME,40.5,1,1,CAE,"KBK, CAE",A2279,2187,15,3,290,15,,,,,,7,,6,4,,33,,,,50,
Horton ,1,1,16,PSME,33,2,0,IM,"IM, SK",B1715,2232,23.5,4,290,16,,,,,,2,,25,,23,,,,,50,
Horton ,1,1,16,PSME,33,2,0,IM,"IM, SK",B1715,2248,22,4,210,51,,,,,,,,5,,43,,2,,,50,
Horton ,1,1,16,PSME,33,2,0,IM,"IM, SK",B1715,2251,25.5,3.5,60,18.5,,,,,,,,10,2,38,,,,,50,
Horton ,1,1,16,PSME,33,2,0,IM,"IM, SK",B1715,2226,26,4,20,28.5,,,,,,,,5,,45,,,,,50,
Horton ,1,1,17,PSME,22,2,1,JL,"JL, CAE",A2317,2408,17,4,270,16,,,,,,9,,2,1,33,5,,,,50,
Horton ,1,1,17,PSME,22,2,1,JL,"JL, CAE",A2317,2317,24,3,160,12,,,,,,8,,3,3,30,6,,,,50,
Horton ,1,1,17,PSME,22,2,1,JL,"JL, CAE",A2317,2404,20,4,140,17,,,,,,6,,9,6,28,1,,,,50,
Horton ,1,1,17,PSME,22,2,1,JL,"JL, CAE",A2317,2416,23,3,20,21,,,,,4,8,,8,5,21,4,,,,50,
Horton ,1,1,19,POTR,22.5,3,1,CAE,"KBK, CAE",A2278,2197,19,3,50,12.5,,,,,1,1,2,2,2,14,28,,,,50,
Horton ,1,1,19,POTR,22.5,3,1,CAE,"KBK, CAE",A2278,2181,30,4,140,17,,,,,1,1,,2,,15,31,,,,50,
Horton ,1,1,19,POTR,22.5,3,1,CAE,"KBK, CAE",A2278,2194,21,4,200,15,,,,,,,,1,1,18,30,,,,50,
Horton ,1,1,19,POTR,22.5,3,1,CAE,"KBK, CAE",A2278,2198,29,3,230,14.5,,,,,1,1,,3,,43,2,,,,50,
Horton ,1,1,20,PSME,28.5,2,1,SK,"IM, SK",B1706,2321,18,2.5,270,17,,,,,10,,,10,8,22,,,,,50,
Horton ,1,1,20,PSME,28.5,2,1,SK,"IM, SK",B1706,2327,19.5,3.5,150,19.5,,PSME,94,2,8,4,,,,38,,,,,50,
Horton ,1,1,20,PSME,28.5,2,1,SK,"IM, SK",B1706,2335,18.5,3,80,26,,PSME,138,2,8,10,,10,8,14,,,,,50,
Horton ,1,1,20,PSME,28.5,2,1,SK,"IM, SK",B1706,2347,23,30,10,18,,,,,27,5,,8,,10,,,,,50,
Horton ,1,1,21,PSME,56.5,2,0,IM,"IM, SK",B1693,2349,22.5,4,360,25,,,,,,,,2,5,43,,,,,50,"Too rocky, only one seedling could fit"
Horton ,1,1,24,PSME,34,2,1,KBK,"JL, CAE",A2313,2312,26,4,60,54,,,,,4,12,12,2,2,8,10,,,,50,
Horton ,1,1,24,PSME,34,2,1,KBK,"JL, CAE",A2314,2310,33,5,180,34,,,,,,6,,5,8,6,25,,,,50,
Horton ,1,1,24,PSME,34,2,1,KBK,"JL, CAE",A2315,2315,26,4,240,33,,,,,4,3,,11,8,14,10,,,,50,
Horton ,1,1,24,PSME,34,2,1,KBK,"JL, CAE",A2316,2318,33,5,350,36,,,,,6,7,,1,4,22,10,,,,50,
Horton ,1,1,25,PIPO,35,2,0,JL,"JL, CAE",A2318,2311,27,4,40,19,,,,,7,11,,7,1,22,2,,,,50,
Horton ,1,1,25,PIPO,35,2,0,JL,"JL, CAE",A2318,2420,14,3,120,5,,,,,,20,,5,4,20,1,,,,50,
Horton ,1,1,25,PIPO,35,2,0,JL,"JL, CAE",A2318,2412,23,4,220,13.5,,,,,4,5,,6,3,25,7,,,,50,
Horton ,1,1,25,PIPO,35,2,0,JL,"JL, CAE",A2318,2419,24,4,90,9.5,,,,,,9,,7,2,25,7,,,,50,
Horton ,1,1,26,PIPO,23.5,2,1,JL,"IM, SK",B1698,2306,28,4,270,5.5,,UNK,115,32,2,2,,1,,20,25,,,,50,UNK COMP photo no. B1698
Horton ,1,1,26,PIPO,23.5,2,1,JL,"IM, SK",B1698,2359,23,4.5,20,16,,,,,,2,,8,,35,5,,,,50,
Horton ,1,1,26,PIPO,23.5,2,1,JL,"IM, SK",B1698,2374,23,3,110,26.5,,UNK,150,32,,,,8,,22,20,,,,50,UNK COMP photo no. B1698
Horton ,1,1,26,PIPO,23.5,2,1,JL,"IM, SK",B1698,2341,22.5,3,220,25,,UNK,102,32,2,1,,2,,25,20,,,,50,
Horton ,1,1,28,PSME,23.5,2,0,IM,"IM, SK",B1717,2239,28.5,4.5,70,36,,,,,1,2,,,,47,,,,,50,
Horton ,1,1,28,PSME,23.5,2,0,IM,"IM, SK",B1717,2223,32,4.5,140,43.5,,,,,,15,,5,,25,5,,,,50,
Horton ,1,1,28,PSME,23.5,2,0,IM,"IM, SK",B1717,2220,19,4.5,230,55,,,,,2,,,2,,46,,,,,50,
Horton ,1,1,28,PSME,23.5,2,0,IM,"IM, SK",B1717,2217,23,3.5,340,29.5,,,,,2,2,,8,,38,,,,,50,
Horton ,1,1,29,PIPO,62,0,0,IM,"IM, SK",B1713,2338,27.5,4,NA,22.5,,,,,,2,,,,43,5,,,,50,
Horton ,1,1,29,PIPO,62,0,0,IM,"IM, SK",B1713,2236,31.5,4,NA,45,,,,,,,,5,,30,15,,,,50,
Horton ,1,1,29,PIPO,62,0,0,IM,"IM, SK",B1713,2255,21,4.5,,18,,,,,5,8,,,,29,8,,,,50,
Horton ,1,1,30,PIPO,33.5,1,1,IM,"KBK, CAE",A2297,2469,33,5,40,58,,,,,12,26,,,2,4,6,,,,50,Planted far from snag
Horton ,1,1,30,PIPO,33.5,1,1,IM,"KBK, CAE",A2297,2268,30,4,110,62,,,,,10,4,,1,4,16,15,,,,50,Planted far from snag
Horton ,1,1,30,PIPO,33.5,1,1,IM,"KBK, CAE",A2297,2270,18,4,170,78,,,,,6,3,,,2,20,19,,,,50,Planted far from snag
Horton ,1,1,30,PIPO,33.5,1,1,IM,"KBK, CAE",A2297,2479,33,3,240,66,,,,,22,2,,2,1,9,14,,,,50,Planted far from snag
Horton ,1,2,30,UNK,,3,1,KBK,"IM, SK",B1720,2231,26.5,4.5,40,13.5,16,,,,4,1,,,,45,,,,,50,
Horton ,1,2,30,UNK,,3,1,KBK,"IM, SK",B1720,2227,16.5,4.5,40,6.5,17,,,,6,,,5,4,35,,,,,50,
Horton ,1,2,30,UNK,,3,1,KBK,"IM, SK",B1720,2241,25,3.5,220,8.5,14.5,,,,2,,,8,,40,,,,,50,
Horton ,1,2,30,UNK,,3,1,KBK,"IM, SK",B1720,2238,23,4,220,5,14,,,,5,,,5,,40,,,,,50,
Horton ,1,2,1,PIPO,,3,0,JL,"KBK, CAE",A2270,2172,23.5,5,70,14,18.5,,,,,1,,2,,3,44,,,,50,
Horton ,1,2,1,PIPO,,3,0,JL,"KBK, CAE",A2270,2177,34,4,70,12.5,18.5,,,,,2,,24,,2,22,,,,50,
Horton ,1,2,1,PIPO,,3,0,JL,"KBK, CAE",A2270,2275,29,6,250,14.5,18.5,,,,,1,,18,2,3,26,,,,50,
Horton ,1,2,1,PIPO,,3,0,JL,"KBK, CAE",A2270,2200,17,3,250,13.5,18.5,,,,,,,8,,19,23,,,,50,
Horton ,1,2,2,UNK,,3,1,IM,"JL, SK",B1678,2154,21.5,4.5,60,21.5,31.5,,,,5,30,,,,10,5,,,,50,
Horton ,1,2,2,UNK,,3,1,IM,"JL, SK",B1678,2142,22.5,4.5,60,13,38,,,,6,20,,1,,19,4,,,,50,
Horton ,1,2,2,UNK,,3,1,IM,"JL, SK",B1678,2164,32.5,4,240,12,38,,,,8,,,5,,37,,,,,50,
Horton ,1,2,2,UNK,,3,1,IM,"JL, SK",B1678,2148,25,4,240,16,34.5,,,,,1,,2,,47,,,,,50,
Horton ,1,2,3,PIPO,,2,1,CAE,"KBK, CAE",A2272,2179,17,3,100,7.5,24,,,,15,1,,12,2,6,14,,,,50,
Horton ,1,2,3,PIPO,,2,1,CAE,"KBK, CAE",A2272,2171,17,3,100,14,24,,,,6,4,,12,,2,26,,,,50,
Horton ,1,2,3,PIPO,,2,1,CAE,"KBK, CAE",A2272,2178,23,4,280,25,24,,,,1,1,,10,3,23,12,,,,50,
Horton ,1,2,3,PIPO,,2,1,CAE,"KBK, CAE",A2272,2190,23,4,280,18.5,24,,,,1,1,,,8,23,17,,,,50,
Horton ,1,2,4,POTR,,2,1,JL,"KBK, CAE",A2291,2283,14,3,240,10,16,,,,12,3,,12,,10,13,,,,50,
Horton ,1,2,4,POTR,,2,1,JL,"KBK, CAE",A2291,2451,14,5,340,3,16,,,,10,8,,3,10,19,,,,,50,
Horton ,1,2,4,POTR,,2,1,JL,"KBK, CAE",A2291,2484,27,4,60,8,16,,,,,,11,3,,12,24,,,,50,
Horton ,1,2,4,POTR,,2,1,JL,"KBK, CAE",A2291,2450,24,3,60,10,16,,,,5,3,,14,1,12,15,,,,50,
Horton ,1,2,5,PIPO,,3,1,IM,"JL, SK",B1679,2146,18.5,4,110,17,45,,,,5,5,,15,,20,,5,,,50,
Horton ,1,2,5,PIPO,,3,1,IM,"JL, SK",B1679,2141,24,4.5,110,16,45,,,,8,,,5,,32,5,,,,50,
Horton ,1,2,5,PIPO,,3,1,IM,"JL, SK",B1679,2145,21,4,290,13.5,38,,,,,5,,10,,25,10,,,,50,
Horton ,1,2,5,PIPO,,3,1,IM,"JL, SK",B1679,2150,22,4.5,290,45,45,,,,8,8,,5,,27,2,,,,50,
Horton ,1,2,6,UNK,,3,0,IM,"JL, CAE",A2310,2287,25,4,70,28,26,,,,2,2,,7,1,26,12,,,,50,
Horton ,1,2,6,UNK,,3,0,IM,"JL, CAE",A2310,2289,38,4,70,23,26,,,,8,1,,3,,12,26,,,,50,
Horton ,1,2,6,UNK,,3,0,IM,"JL, CAE",A2310,2500,22,4,250,24,26,,,,1,5,4,1,2,22,15,,,,50,
Horton ,1,2,6,UNK,,3,0,IM,"JL, CAE",A2310,2456,28,4,250,21,26,,,,,3,10,3,,33,1,,,,50,
Horton ,1,2,7,PIPO,,2,1,"KBK, CAE","KBK, CAE",A2271,2103,21,6,50,18.5,32,,,,,7,,2,,1,40,,,,50,
Horton ,1,2,7,PIPO,,2,1,"KBK, CAE","KBK, CAE",A2271,2116,12,7,50,14,32,,,,,,,4,4,5,37,,,,50,
Horton ,1,2,7,PIPO,,2,1,"KBK, CAE","KBK, CAE",A2271,2117,28,5,230,9,32,,,,,6,,3,,12,29,,,,50,
Horton ,1,2,7,PIPO,,2,1,"KBK, CAE","KBK, CAE",A2271,2124,25,3,230,11.5,32,,,,,2,,12,2,1,33,,,,50,
Horton ,1,2,8,PIPO,,1,1,IM,"JL, SK",B1680,2156,26,4,290,16.5,39.5,,,,,2,,2,,36,10,,,,50,
Horton ,1,2,8,PIPO,,1,1,IM,"JL, SK",B1680,2169,22.5,4.5,290,12,40.5,,,,,3,,10,15,22,,,,,50,
Horton ,1,2,8,PIPO,,1,1,IM,"JL, SK",B1680,2155,20.5,5,110,40,45,,,,2,4,,,,34,10,,,,50,
Horton ,1,2,8,PIPO,,1,1,IM,"JL, SK",B1680,2167,24,4.5,110,29,43.5,,,,,2,,8,8,27,5,,,,50,
Horton ,1,2,9,UNK,,4,0,IM,"KBK, CAE",A2298,2470,29,5,180,15,26,,,,4,6,5,2,1,20,12,,,,50,
Horton ,1,2,9,UNK,,4,0,IM,"KBK, CAE",A2298,2464,27,4,180,19,26,,,,1,4,,2,,4,39,,,,50,
Horton ,1,2,9,UNK,,4,0,IM,"KBK, CAE",A2298,2463,28,4,360,20,26,,,,,18,2,1,1,26,2,,,,50,
Horton ,1,2,9,UNK,,4,0,IM,"KBK, CAE",A2298,2277,23,3,260,23.5,26,,,,,14,,13,,8,15,,,,50,
Horton ,1,2,10,UNK,,3,0,JL,"JL, SK",B1718,2245,16,4,110,4.5,22,,,,,10,,,,30,10,,,,50,
Horton ,1,2,10,UNK,,3,0,JL,"JL, SK",B1718,2234,20,4.5,110,5.5,23,,,,,25,,,,10,15,,,,50,
Horton ,1,2,10,UNK,,3,0,JL,"JL, SK",B1718,2240,21,3.5,290,7.5,23.5,,,,10,1,,15,,24,,,,,50,
Horton ,1,2,10,UNK,,3,0,JL,"JL, SK",B1718,2224,14,3.5,290,11,26.5,,,,15,,,10,,25,,,,,50,
Horton ,1,2,11,PSME,,1,0,IM,"KBK, CAE",A2273,2126,35,5,200,23,20.5,,,,,3,,,,27,20,,,,50,
Horton ,1,2,11,PSME,,1,0,IM,"KBK, CAE",A2273,2123,24,4,200,35,20.5,,,,,2,,3,2,13,30,,,,50,
Horton ,1,2,11,PSME,,1,0,IM,"KBK, CAE",A2273,2125,30,3,20,13,20.5,,,,1,2,,4,2,23,18,,,,50,
Horton ,1,2,11,PSME,,1,0,IM,"KBK, CAE",A2273,2111,25.5,5,20,18.5,20.5,,,,1,4,,3,,15,27,,,,50,
Horton ,1,2,12,UNK,,3,1,JL,"JL, SK",B1675,2161,14,3.5,110,9.5,21,POTR,121,62,10,1,,5,,24,10,,,,50,
Horton ,1,2,12,UNK,,3,1,JL,"JL, SK",B1675,2201,22,3.5,110,8.5,28,POTR,190,45,,1,,5,,39,5,,,,50,
Horton ,1,2,12,UNK,,3,1,JL,"JL, SK",B1675,2160,18.5,3.5,290,7,26,POTR,170,77,8,5,,5,,27,5,,,,50,
Horton ,1,2,12,UNK,,3,1,JL,"JL, SK",B1675,2153,25,4.5,290,5,23.5,POTR,119,62,15,,,1,,24,10,,,,50,
Horton ,1,2,13,PIPO,,2,0,IM,"JL, SK",B1681,2152,23.5,4,270,16.5,27.5,ROWO,75.5,4.5,,8,,3,5,29,,5,,,50,
Horton ,1,2,13,PIPO,,2,0,IM,"JL, SK",B1681,2144,22,3,270,12.5,27.5,,,,5,5,,8,,27,5,,,,50,
Horton ,1,2,13,PIPO,,2,0,IM,"JL, SK",B1681,2170,20,4.5,90,10.5,29.5,,,,,10,,20,,20,,,,,50,
Horton ,1,2,13,PIPO,,2,0,SK,"JL, SK",B1681,2147,27,4.5,90,6.5,31.5,ROWO,120,4.5,,4,,,,41,5,,,,50,
Horton ,1,2,14,PSME,,2,1,IM,"KBK, CAE",A2274,2180,23,3,60,26,21,PIPO,200,30.3,,1,,2,,39,8,,,,50,
Horton ,1,2,14,PSME,,2,1,IM,"KBK, CAE",A2274,2195,28,5,60,30,21,PIPO,200,30.3,,2,,1,5,31,11,,,,50,
Horton ,1,2,14,PSME,,2,1,IM,"KBK, CAE",A2274,2193,27,5,240,30,21,PIPO,200,30.3,,2,,1,2,35,10,,,,50,
Horton ,1,2,14,PSME,,2,1,IM,"KBK, CAE",A2274,2186,18,3,240,21,21,PIPO,200,30.3,2,10,,1,1,30,6,,,,50,
Horton ,1,2,15,PIPO,,3,1,JL,"KBK, CAE",A2296,2467,24,4,140,11,40,,,,4,8,3,3,,24,8,,,,50,
Horton ,1,2,15,PIPO,,3,1,JL,"KBK, CAE",A2296,2472,18,4,140,20,40,,,,8,5,,8,4,21,4,,,,50,
Horton ,1,2,15,PIPO,,3,1,JL,"KBK, CAE",A2296,2468,22,5,320,16,40,,,,5,11,,15,2,5,12,,,,50,
Horton ,1,2,15,PIPO,,3,1,JL,"KBK, CAE",A2296,2272,25,5,320,13,40,,,,23,3,,23,,,1,,,,50,
Horton ,1,2,17,PSME,,3,0,"KBK, CAE","KBK, CAE",A2294,2453,14,4,100,12.5,26,,,,4,4,,10,,5,27,,,,50,
Horton ,1,2,17,PSME,,3,0,"KBK, CAE","KBK, CAE",A2294,2459,29,4,100,9.5,26,,,,14,5,,11,3,4,13,,,,50,
Horton ,1,2,17,PSME,,3,0,"KBK, CAE","KBK, CAE",A2294,2458,20,4,280,10.5,26,,,,,,,4,3,18,25,,,,50,
Horton ,1,2,17,PSME,,3,0,"KBK, CAE","KBK, CAE",A2294,2461,24,5,280,15,26,,,,,3,,10,,25,12,,,,50,
Horton ,1,2,18,UNK,,2,0,JL,"JL, CAE",A2315,2413,20,3,260,12,23,,,,,1,,3,2,43,1,,,,50,
Horton ,1,2,18,UNK,,2,0,JL,"JL, CAE",A2315,2314,27,4,260,6,23,,,,3,2,6,4,,25,10,,,,50,
Horton ,1,2,18,UNK,,2,0,JL,"JL, CAE",A2315,2403,16,5,80,4.5,23,,,,3,2,7,5,3,25,5,,,,50,
Horton ,1,2,18,UNK,,2,0,JL,"JL, CAE",A2315,2313,13,4,80,4,23,,,,,8,1,,4,33,4,,,,50,
Horton ,1,2,19,PSME,,1,1,"KBK, CAE","KBK, CAE",A2284,2296,28,4,30,10,22,,,,6,6,,2,4,32,,,,,50,
Horton ,1,2,19,PSME,,1,1,"KBK, CAE","KBK, CAE",A2284,404,26.5,4,30,10,22,,,,4,11,1,2,3,27,2,,,,50,
Horton ,1,2,19,PSME,,1,1,"KBK, CAE","KBK, CAE",A2284,2394,27,4,210,19,22,,,,,3,8,3,1,18,17,,,,50,
Horton ,1,2,19,PSME,,1,1,"KBK, CAE","KBK, CAE",A2284,2299,30,4,210,7,22,,,,,4,8,1,2,22,13,,,,50,
Horton ,1,2,20,UNK,,3,1,JL,"JL, CAE",A2314,2307,30,3,180,8,22,,,,,1,5,4,,32,8,,,,50,
Horton ,1,2,20,UNK,,3,1,JL,"JL, CAE",A2314,2406,21,4,180,9,22,,,,4,7,,7,2,28,2,,,,50,
Horton ,1,2,20,UNK,,3,1,JL,"JL, CAE",A2314,2417,26,3,360,27,22,,,,,,,,3,43,4,,,,50,
Horton ,1,2,20,UNK,,3,1,JL,"JL, CAE",A2314,2308,27,4,360,12,22,,,,,2,,3,3,32,10,,,,50,
Horton ,1,2,21,PSME,,2,1,"KBK, CAE","KBK, CAE",A2293,2455,19.5,3,230,11.5,27,,,,5,3,,8,2,23,9,,,,50,
Horton ,1,2,21,PSME,,2,1,"KBK, CAE","KBK, CAE",A2293,2475,26,4,230,13,27,,,,,2,1,3,2,35,7,,,,50,
Horton ,1,2,21,PSME,,2,1,"KBK, CAE","KBK, CAE",A2293,2279,26,3,50,9,27,,,,5,1,1,5,8,27,3,,,,50,
Horton ,1,2,21,PSME,,2,1,"KBK, CAE","KBK, CAE",A2293,2481,30,3,50,9,27,POTR,140,49,,4,,4,2,30,10,,,,50,
Horton ,1,2,23,UNK,,3,0,KBK,"IM, SK",B1719,2243,16,3.5,50,11,13.5,,,,,1,,2,,42,,5,,,50,
Horton ,1,2,23,UNK,,3,0,KBK,"IM, SK",B1719,2219,21.5,3.5,50,4,13,,,,,2,,5,,43,,,,,50,
Horton ,1,2,23,UNK,,3,0,KBK,"IM, SK",B1719,2218,28,3.5,230,11.5,17,,,,8,1,,,,41,,,,,50,
Horton ,1,2,23,UNK,,3,0,KBK,"IM, SK",B1719,2244,27,4.5,230,21,15,,,,8,,10,,32,,,,,,50,
Horton ,1,2,24,PSME,,2,1,KBK,"JL, CAE",A2311,2269,18,2,210,6,22,,,,30,2,,1,,16,1,,,,50,
Horton ,1,2,24,PSME,,2,1,KBK,"JL, CAE",A2311,2498,20,3,210,13.5,22,,,,1,20,,4,4,19,2,,,,50,
Horton ,1,2,24,PSME,,2,1,KBK,"JL, CAE",A2311,2488,19.5,2,30,12.5,22,,,,,25,,,,20,5,,,,50,
Horton ,1,2,24,PSME,,2,1,KBK,"JL, CAE",A2311,2105,26,2,30,14.5,22,,,,5,5,,,,15,25,,,,50,
Horton ,1,2,25,POTR,,2,1,JL,"KBK, CAE",A2288,2452,29,4,140,8,30,,,,,,,8,,12,30,,,,50,
Horton ,1,2,25,POTR,,2,1,JL,"KBK, CAE",A2288,2443,29,4,140,7,30,,,,,1,,7,9,4,29,,,,50,
Horton ,1,2,25,POTR,,2,1,JL,"KBK, CAE",A2288,2448,17,3,320,12,30,,,,,1,,5,13,14,17,,,,50,
Horton ,1,2,25,POTR,,2,1,JL,"KBK, CAE",A2288,2480,27,4,320,15,30,,,,1,4,,11,8,3,23,,,,50,
Horton ,1,2,26,PIPO,,2,1,JL,"JL, CAE",A2316,2421,20,4,230,5.5,21,,,,,8,,4,1,11,26,,,,50,
Horton ,1,2,26,PIPO,,2,1,JL,"JL, CAE",A2316,2309,13,2,230,5,21,,,,,3,6,3,,34,4,,,,50,
Horton ,1,2,26,PIPO,,2,1,JL,"JL, CAE",A2316,2409,14,3,50,3,21,,,,1,4,,3,,27,15,,,,50,
Horton ,1,2,26,PIPO,,2,1,JL,"JL, CAE",A2316,2410,17,3,50,13,21,,,,,6,,3,2,38,1,,,,50,
Horton ,1,2,27,POTR,,3,0,CAE,"JL, CAE",A2312,2405,25,4,230,19.5,28,,,,7,8,,4,2,19,10,,,,50,
Horton ,1,2,27,POTR,,3,0,CAE,"JL, CAE",A2312,2418,20.5,4,230,19.5,28,,,,3,12,,8,6,14,7,,,,50,
Horton ,1,2,27,POTR,,3,0,CAE,"JL, CAE",A2312,2402,16,3,50,18,28,,,,,15,15,2,2,11,5,,,,50,
Horton ,1,2,27,POTR,,3,0,CAE,"JL, CAE",A2312,2316,23,3,50,12,28,,,,,15,,3,4,26,2,,,,50,
Horton ,1,2,29,UNK,,3,0,SK,"IM, SK",B1705,2322,22,3.5,80,5.5,13.5,,,,2,8,,5,,35,,,,,50,
Horton ,1,2,29,UNK,,3,0,SK,"IM, SK",B1705,2333,22.5,2.5,80,8,14,,,,2,10,,5,,33,,,,,50,
Horton ,1,2,29,UNK,,3,0,SK,"IM, SK",B1705,2355,25,3,260,5,14,,,,5,5,,,2,23,10,5,,,50,
Horton ,1,2,29,UNK,,3,0,SK,"IM, SK",B1705,2345,14.5,2.5,260,5.5,14,,,,,8,,,5,22,5,10,,,50,
Luna,1,2,21,UNK,,2,0,NRS,"LB, DL",A2265,440,22,4.5,195,10,27,RU sp,70,2,,10,,7,,33,,,,,50,
Luna,1,2,21,UNK,,2,0,NRS,"LB, DL",A2265,420,22,3.2,195,12,29.5,RU sp,9,1,,25,4,6,,10,5,,,,50,
Luna,1,2,21,UNK,,2,0,NRS,"LB, DL",A2265,423,24,4.5,15,10,27,RU sp,29,3,,20,,3,,21,,6,,,50,
Luna,1,2,21,UNK,,2,0,NRS,"LB, DL",A2265,442,18.5,3.25,15,4.5,23,RU sp,45,3,,35,,,,,15,,,,50,
Luna,1,3,19,,,,0,NRS,"LB, DL",A2266,429,15.5,3.55,,,,RU sp,42,1,,50,,5,,,45,,,,100,
Luna,1,3,19,,,,0,NRS,"LB, DL",A2266,350,21.5,3.9,,,,RU sp,14,1,,10,10,10,,,70,,,,100,
Luna,1,3,19,,,,0,NRS,"LB, DL",A2266,454,28,4.35,,,,RU sp,27,1,,,10,5,,15,70,,,,100,
Luna,1,3,19,,,,0,NRS,"LB, DL",A2266,348,21,4.4,,,,RU sp,38,4,,62,5,,3,20,10,,,,100,
Luna,1,2,19,ABCO,,2,0,NS,"LB, DL",A2264,439,23.5,3.6,330,11,29,SA sp,157,82,,7,,,,8,35,,,,50,
Luna,1,2,19,ABCO,,2,0,NS,"LB, DL",A2264,459,18.5,4.1,330,4.5,27,,,,,15,,6,,,25,4,,,50,
Luna,1,2,19,ABCO,,2,0,NS,"LB, DL",A2264,434,32,3,150,13,15,,,,,20,,,,4,24,2,,,50,
Luna,1,2,19,ABCO,,2,0,NS,"LB, DL",A2264,464,18.5,3.25,150,12,28,,,,,20,,,,,30,,,,50,
Luna,1,2,22,UNK,,2,0,NRS,"LB, DL",A2263,439,24.5,3.9,240,11,28,,,,,6,,15,,,29,,,,50,
Luna,1,2,22,UNK,,2,0,NRS,"LB, DL",A2263,438,22.5,3.1,240,8,26,,,,,15,,10,,,22,,3,,50,
Luna,1,2,22,UNK,,2,0,NRS,"LB, DL",A2263,433,19.5,3.25,60,13,25.5,,,,,20,,,,30,,,,,50,
Luna,1,2,22,UNK,,2,0,NRS,"LB, DL",A2263,448,27,4.35,60,11,26,,,,,10,,28,,,10,,2,,50,
Luna,1,1,23,UNK,22,,0,EV,"EV, SK",B1674,425,28,37,220,20.5,,RU sp,45,6,,2,,,,,43,,5,,50,
Luna,1,1,23,UNK,22,,0,EV,"EV, SK",B1674,455,33,4.2,310,16.5,,RU sp,45,6,,30,,,,,20,,,,50,
Luna,1,1,23,UNK,22,,0,EV,"EV, SK",B1674,457,23,3.5,30,34,,RU sp,101,6,,25,,,,,25,,,,50,
Luna,1,1,23,UNK,22,,0,EV,"EV, SK",B1674,303,29,31,130,18,,RU sp,75,6,,,,,,,40,,10,,50,
Luna,1,2,25,AB sp,,2,1,NRS,"LB, DL",A2262,354,21.5,4,105,14,33,RU sp,105,20,,20,,5,,,25,,,,50,
Luna,1,2,25,AB sp,,2,1,NRS,"LB, DL",A2262,444,19.5,3.65,105,34,17,RU sp,85,20,,10,,3,,,34,,3,,50,
Luna,1,2,25,AB sp,,2,1,NRS,"LB, DL",A2262,445,19.5,3.95,285,16,32,RU sp,130,2,,20,,,,,21,,9,,50,
