tag_id,measurement_type,date,height,rcd,site_name,structure_no,structure_type,recorder,status,herbivory
394,,,16,2.15,Luna ,10,2,"LB, DL",,
836,,,27,3.1,Luna ,10,2,"LB, DL",,
384,,,30,4.1,Luna,2,2,LB,,
373,,,24,3.9,Luna,2,2,LB,,
617,,,29.5,3.05,Luna,2,2,LB,,
574,,,29,3.8,Luna,18,2,"SK, EV",,
505,,,27,3.4,Luna,18,2,"SK, EV",,
583,,,29.5,3.7,Luna,18,2,"SK, EV",,
881,,,20.5,3.8,Luna,18,2,"SK, EV",,
636,,,19.5,4,Luna,28,2,"SK, EV",,
863,,,25.5,3,Luna,28,2,"SK, EV",,
527,,,26,3.7,Luna,28,2,"SK, EV",,
572,,,15.5,2.9,Luna,28,2,"SK, EV",,
544,,,23.5,3.9,Luna,20,2,"SK, EV",,
548,,,26,3.9,Luna,20,2,"SK, EV",,
581,,,28.5,3.9,Luna,20,2,"SK, EV",,
477,,,27.5,4.4,Luna,20,2,"SK, EV",,
573,,,24,4.1,Luna,30,2,"LB, DL",,
494,,,26.5,3.15,Luna,30,2,"LB, DL",,
562,,,35,4.3,Luna,30,2,"LB, DL",,
497,,,33,2.7,Luna,30,2,"LB, DL",,
382,,,24,3.4,Luna,15,2,"LB, DL",,
550,,,29.5,3.45,Luna,15,2,"LB, DL",,
493,,,35,3.9,Luna,15,2,"LB, DL",,
380,,,21,4.1,Luna,15,2,"LB, DL",,
841,,,29.5,3.5,Luna,26,2,"LB, DL",,
397,,,24.5,3.5,Luna,26,2,"LB, DL",,
679,,,30.5,3.2,Luna,26,2,"LB, DL",,
378,,,27,3.1,Luna,26,2,"LB, DL",,
521,,,245,3.13,Luna,2,2,"LB, NS",,
524,,,20,3.88,Luna,2,2,"LB, NS",,
880,,,16,3.66,Luna,2,2,"LB, NS",,
848,,,27,,Luna,2,2,"LB, NS",,
596,,,26,3.33,Luna,7,2,"LB, NRS",,
542,,,28,3.44,Luna,7,2,"LB, NRS",,
559,,,17.5,3.69,Luna,7,2,"LB, NRS",,
518,,,13.5,3.99,Luna,7,2,"LB, NRS",,
560,,,25.5,3.96,Luna,5,2,"SK, EV",,
547,,,25.5,3.47,Luna,5,2,"SK, EV",,
565,,,24.5,4.2,Luna,5,2,"SK, EV",,
860,,,18.5,2.44,Luna,5,2,"SK, EV",,
359,,,25.5,3,Luna,11,2,LB,,
376,,,17,2.7,Luna,11,2,LB,,
618,,,19,2.7,Luna,11,2,LB,,
890,,,23,3.2,Luna,11,2,LB,,
840,,,20,3.47,Luna,4,1,"LB, NRS",,
503,,,25,2.87,Luna,4,1,"LB, NRS",,
854,,,21,3.43,Luna,4,1,"LB, NRS",,
837,,,18,2.56,Luna,4,1,"LB, NRS",,
874,,,32.5,4.31,Luna,12,1,"LB, NRS",,
852,,,27,3.08,Luna,12,1,"LB, NRS",,
536,,,13,3.84,Luna,12,1,"LB, NRS",,
501,,,22.5,3.4,Luna,12,1,"LB, NRS",,
849,,,28.5,4.5,Luna,13,1,"SK, EV",,
586,,,23.5,3.64,Luna,13,1,"SK, EV",,
600,,,16.5,3.84,Luna,13,1,"SK, EV",,
593,,,22.5,2.96,Luna,13,1,"SK, EV",,
523,,,26.5,3.5,Luna,18,1,"LB, DL",,
546,,,27,3.7,Luna,18,1,"LB, DL",,
369,,,32.5,3.1,Luna,18,1,"LB, DL",,
485,,,23,4.05,Luna,18,1,"LB, DL",,
595,,,31.5,3.6,Luna,10,1,"DL, LB ",,
374,,,32,3.4,Luna,10,1,"DL, LB ",,
835,,,24,3.1,Luna,10,1,"DL, LB ",,
592,,,33.5,4,Luna,10,1,"DL, LB ",,
868,,,25,4.15,Luna,9,1,"DL, LB ",,
484,,,31,3.3,Luna,9,1,"DL, LB ",,
607,,,27,3.2,Luna,9,1,"DL, LB ",,
383,,,21.5,4,Luna,9,1,"DL, LB ",,
330,,,31.5,3.8,Luna,30,1,"SK, EV",,
328,,,36.5,3.8,Luna,30,1,"SK, EV",,
331,,,24.5,4,Luna,30,1,"SK, EV",,
325,,,20.5,3,Luna,30,1,"SK, EV",,
483,,,21,3.3,Luna,25,1,"SK, EV",,
528,,,30.5,3.9,Luna,25,1,"SK, EV",,
608,,,22.5,3.2,Luna,25,1,"SK, EV",,
853,,,23.5,2.9,Luna,25,1,"SK, EV",,
539,,,23.5,3.5,Luna,27,1,"SK, EV",,
587,,,22.5,3,Luna,27,1,"SK, EV",,
885,,,27,3.7,Luna,27,1,"SK, EV",,
372,,,17,3,Luna,27,1,"SK, EV",,
498,,,27.5,3.6,Luna,29,1,"SK, EV",,
599,,,20.5,2.9,Luna,29,1,"SK, EV",,
842,,,22.5,3.4,Luna,29,1,"SK, EV",,
619,,,26,3.4,Luna,29,1,"SK, EV",,
474,,,22,3.2,Luna,26,1,"SK, EV",,
561,,,22,4.1,Luna,26,1,"SK, EV",,
887,,,18.5,3.5,Luna,26,1,"SK, EV",,
475,,,29.5,3.9,Luna,26,1,"SK, EV",,
580,,,18,2.5,Luna,8,1,"SK, EV",,
838,,,13.5,3,Luna,8,1,"SK, EV",,
381,,,28,3.5,Luna,8,1,"SK, EV",,
398,,,34,3.7,Luna,8,1,"SK, EV",,
589,,,15,3.39,Luna,1,1,"LB, NRS",,
517,,,20,3.18,Luna,1,1,"LB, NRS",,
858,,,27,2.75,Luna,1,1,"LB, NRS",,
845,,,22.5,2.98,Luna,1,1,"LB, NRS",,
571,,,13,3.35,Luna,6,1,"LB, NS",,
568,,,22,3.22,Luna,6,1,"LB, NS",,
594,,,17.5,3.14,Luna,6,1,"LB, NS",,
563,,,12,2.55,Luna,6,1,"LB, NS",,
832,,,19.5,3.9,Luna,11,1,"SK, EV",,
534,,,13.5,3.2,Luna,11,1,"SK, EV",,
854,,,15.5,2.15,Luna,11,1,"SK, EV",,
664,,,12.5,3.41,Luna,11,1,"SK, EV",,
870,,,24,3.3,Luna,21,1,,,
361,,,22,3.25,Luna,21,1,,,
602,,,18.5,3.7,Luna,21,1,,,
476,,,23,3.95,Luna,21,1,,,
319,,,17,3.5,Luna,20,1,"SK, EV",,
356,,,22,3.5,Luna,20,1,"SK, EV",,
306,,,17.5,3.5,Luna,20,1,"SK, EV",,
357,,,21.5,3.3,Luna,20,1,"SK, EV",,
675,,,19,3.2,Luna,28,1,"SK, EV",,
873,,,12,4,Luna,28,1,"SK, EV",,
532,,,19.5,3,Luna,28,1,"SK, EV",,
392,,,19,3.5,Luna,28,1,"SK, EV",,
513,,,15.5,3.9,Luna,22,1,"SK, EV",,
530,,,13.5,3.8,Luna,22,1,"SK, EV",,
515,,,27.5,4.1,Luna,22,1,"SK, EV",,
543,,,21.5,3.5,Luna,22,1,"SK, EV",,
872,,,37,3.1,Luna,12,3,"DL, LB ",,
511,,,26,4.4,Luna,12,3,"DL, LB ",,
387,,,20.5,4.7,Luna,12,3,"DL, LB ",,
541,,,16,4,Luna,12,3,"DL, LB ",,
366,,,19,3.5,Luna,19,1,"SK, EV",,
491,,,29,3.5,Luna,19,1,"SK, EV",,
393,,,26,3.2,Luna,19,1,"SK, EV",,
606,,,20.5,2.9,Luna,19,1,"SK, EV",,
385,,,22,4,Luna,17,1,"SK, EV",,
557,,,32,4.3,Luna,17,1,"SK, EV",,
531,,,25.5,2.9,Luna,17,1,"SK, EV",,
879,,,26.5,2.9,Luna,17,1,"SK, EV",,
400,,,20,3.6,Luna,22,3,"LB, DL",,
612,,,21,3.4,Luna,22,3,"LB, DL",,
590,,,33,3.5,Luna,22,3,"LB, DL",,
490,,,24.5,3.6,Luna,22,3,"LB, DL",,
611,,,16,3.29,Luna,5,3,"SK, EV",,
582,,,14.5,2.6,Luna,5,3,"SK, EV",,
609,,,14.5,3.31,Luna,5,3,"SK, EV",,
879,,,16.5,2.26,Luna,5,3,"SK, EV",,
514,,,14,4.27,Luna,2,3,"LB, NRS",,
856,,,21,3.48,Luna,2,3,"LB, NRS",,
878,,,13.5,3.73,Luna,2,3,"LB, NRS",,
569,,,19,3.42,Luna,2,3,"LB, NRS",,
882,,,21,3.65,Luna,28,3,"LB, NRS",,
864,,,17,3.93,Luna,28,3,"LB, NRS",,
510,,,23.5,4.44,Luna,28,3,"LB, NRS",,
535,,,27,3.64,Luna,28,3,"LB, NRS",,
579,,,21,2.15,Luna,23,3,"LB, DL",,
538,,,17.5,3.05,Luna,23,3,"LB, DL",,
681,,,19,3.7,Luna,23,3,"LB, DL",,
891,,,28,3.3,Luna,23,3,"LB, DL",,
865,,,22,4,Luna,21,3,"LB, DL",,
554,,,18.5,3.05,Luna,21,3,"LB, DL",,
591,,,21.5,3.85,Luna,21,3,"LB, DL",,
831,,,25.5,4,Luna,21,3,"LB, DL",,
570,,,22.5,2.41,Luna,8,3,"SK, EV",,
653,,,21,3.52,Luna,8,3,"SK, EV",,
886,,,19.5,2.54,Luna,8,3,"SK, EV",,
537,,,26,4.63,Luna,8,3,"SK, EV",,
388,,,31,3.1,Luna,6,3,"LB, DL",,
488,,,23.5,3.1,Luna,6,3,"LB, DL",,
620,,,24.5,4.2,Luna,6,3,"LB, DL",,
624,,,18,3.3,Luna,6,3,"LB, DL",,
360,,,26,3.3,Luna,10,3,"LB, DL",,
520,,,19,3.4,Luna,10,3,"LB, DL",,
395,,,19.5,4.4,Luna,10,3,"LB, DL",,
481,,,29,3.3,Luna,10,3,"LB, DL",,
399,,,20.5,4.15,Luna,4,3,"LB, DL",,
367,,,25,3.15,Luna,4,3,"LB, DL",,
899,,,24,2.8,Luna,4,3,"LB, DL",,
894,,,24.5,3.2,Luna,4,3,"LB, DL",,
334,,,25.5,3,Luna,15,3,"SK, EV",,
327,,,29.5,4.3,Luna,15,3,"SK, EV",,
335,,,24,3.5,Luna,15,3,"SK, EV",,
343,,,18.5,3.4,Luna,15,3,"SK, EV",,
410,,,37,3.6,Luna,17,3,"SK, EV",,
302,,,17,3,Luna,17,3,"SK, EV",,
305,,,13.5,3.4,Luna,17,3,"SK, EV",,
313,,,18,3.9,Luna,17,3,"SK, EV",,
389,,,21.5,3.7,Luna,25,3,"SK, EV",,
495,,,18,2.8,Luna,25,3,"SK, EV",,
386,,,20.5,2.6,Luna,25,3,"SK, EV",,
552,,,26.5,2.7,Luna,25,3,"SK, EV",,
869,,,26,2.9,,24,3,"SK, EV",,
492,,,18.5,3.5,,24,3,"SK, EV",,
496,,,24,3.2,,24,3,"SK, EV",,
486,,,21.5,4,,24,3,"SK, EV",,
576,,,26.5,4,,30,3,"SK, EV",,
377,,,26.5,3.6,,30,3,"SK, EV",,
472,,,21.5,4,,30,3,"SK, EV",,
471,,,38.5,3.9,,30,3,"SK, EV",,
506,,,22,3.86,Luna,14,3,"SK, EV",,
616,,,15,,Luna,14,3,"SK, EV",,
846,,,17,,Luna,14,3,"SK, EV",,
889,,,16,,Luna,14,3,"SK, EV",,
556,,,17,4.31,Luna,1,3,"LB, NRS",,
512,,,16.5,2.7,Luna,1,3,"LB, NRS",,
867,,,14,3.41,Luna,1,3,"LB, NRS",,
509,,,32.5,3.99,Luna,1,3,"LB, NRS",,
847,,,19.5,3.31,Luna,13,3,"LB, NRS",,
575,,,22.5,3.27,Luna,13,3,"LB, NRS",,
839,,,28,2.98,Luna,13,3,"LB, NRS",,
522,,,16,2.73,Luna,13,3,"LB, NRS",,
615,,,17.5,3.45,Luna,18,3,"LB, DL",,
516,,,21.5,3.8,Luna,18,3,"LB, DL",,
850,,,16.5,3.2,Luna,18,3,"LB, DL",,
370,,,19,3.55,Luna,18,3,"LB, DL",,
613,,,16.5,3.3,Luna,16,3,"LB, DL",,
892,,,24,3.7,Luna,16,3,"LB, DL",,
526,,,13,3.1,Luna,16,3,"LB, DL",,
875,,,16.5,4.1,Luna,16,3,"LB, DL",,
500,,,19,3.4,Luna,26,3,"SK, EV",,
390,,,13.5,3.6,Luna,26,3,"SK, EV",,
478,,,17.5,3.9,Luna,26,3,"SK, EV",,
558,,,19,3.5,Luna,26,3,"SK, EV",,
375,,,21,3.45,Luna,27,3,"LB, DL",,
363,,,24.5,3.4,Luna,27,3,"LB, DL",,
601,,,32,3.9,Luna,27,3,"LB, DL",,
487,,,16,3.8,Luna,27,3,"LB, DL",,
855,,,20.5,3.3,Luna,7,3,"LB, DL",,
473,,,29,4.05,Luna,7,3,"LB, DL",,
843,,,22.5,3.15,Luna,7,3,"LB, DL",,
549,,,27.5,5.3,Luna,7,3,"LB, DL",,
128,,,23,2.34,Pack Creek,14,1,"LB, SK",,
131,,,22,2.85,Pack Creek,14,1,"LB, SK",,
126,,,25.5,2.8,Pack Creek,14,1,"LB, SK",,
124,,,22,3.46,Pack Creek,14,1,"LB, SK",,
110,,,18,2.14,Pack Creek,10,1,"LB, LY",,
105,,,17,2.87,Pack Creek,10,1,"LB, LY",,
83,,,22.5,2.92,Pack Creek,10,1,"LB, LY",,
232,,,23.5,2.63,Pack Creek,10,1,"LB, LY",,
36,,,16.5,4.42,Pack Creek,6,1,"LB, LY",,
77,,,15,3.51,Pack Creek,6,1,"LB, LY",,
32,,,24,4,Pack Creek,6,1,"LB, LY",,
44,,,17,4.73,Pack Creek,6,1,"LB, LY",,
53,,,24.5,3.85,Pack Creek,5,1,"LB, LY",,
21,,,20.5,4.25,Pack Creek,5,1,"LB, LY",,
34,,,22,3.97,Pack Creek,5,1,"LB, LY",,
40,,,18.5,3.96,Pack Creek,5,1,"LB, LY",,
241,,,20.5,3.99,Pack Creek,21,1,LB,,
246,,,33,4.21,Pack Creek,21,1,LB,,
245,,,27,4.64,Pack Creek,21,1,LB,,
175,,,21,4.36,Pack Creek,21,1,LB,,
813,,,19,2.88,Pack Creek,31,1,"LB, SK",,
195,,,18,3.61,Pack Creek,31,1,"LB, SK",,
196,,,21.5,2.97,Pack Creek,31,1,"LB, SK",,
169,,,22,4.94,Pack Creek,31,1,"LB, SK",,
827,,,23,4.94,Pack Creek,32,1,"LB, SK",,
178,,,26.5,3.58,Pack Creek,32,1,"LB, SK",,
154,,,16.5,4.62,Pack Creek,32,1,"LB, SK",,
199,,,24,3.87,Pack Creek,32,1,"LB, SK",,
709,,,25,4.05,Pack Creek,33,1,"LB, SK",,
708,,,18.5,4.55,Pack Creek,33,1,"LB, SK",,
710,,,20,3.88,Pack Creek,33,1,"LB, SK",,
704,,,18,3.13,Pack Creek,33,1,"LB, SK",,
730,,,16,3.96,Pack Creek,34,1,"LB, SK",,
191,,,19,3.94,Pack Creek,34,1,"LB, SK",,
712,,,18,3.53,Pack Creek,34,1,"LB, SK",,
190,,,28,4.18,Pack Creek,34,1,"LB, SK",,
736,,,23,3.37,Pack Creek,35,1,"LB, SK",,
747,,,11,3.58,Pack Creek,35,1,"LB, SK",,
760,,,18,3.72,Pack Creek,35,1,"LB, SK",,
720,,,25,3.07,Pack Creek,35,1,"LB, SK",,
786,,,26,3.54,Pack Creek,38,1,"LB, LY",,
790,,,25,3.47,Pack Creek,38,1,"LB, LY",,
772,,,21,3.22,Pack Creek,38,1,"LB, LY",,
769,,,13,3.28,Pack Creek,38,1,"LB, LY",,
173,,,23,2.74,Pack Creek,30,1,"LB, SS",,
806,,,18,1.64,Pack Creek,30,1,"LB, SS",,
198,,,24.5,2.02,Pack Creek,30,1,"LB, SS",,
809,,,21.5,2.82,Pack Creek,30,1,"LB, SS",,
825,,,20.5,1.33,Pack Creek,31,1,"LB, SS",,
830,,,26.5,1.59,Pack Creek,31,1,"LB, SS",,
155,,,15,1.77,Pack Creek,31,1,"LB, SS",,
810,,,20,1.79,Pack Creek,31,1,"LB, SS",,
784,,,24.5,3,Pack Creek ,45,1,"SK, SS",,
696,,,21,4.46,Pack Creek ,45,1,"SK, SS",,
676,,,21,3.72,Pack Creek ,45,1,"SK, SS",,
627,,,22,3.33,Pack Creek ,45,1,"SK, SS",,
690,,,19.5,4.03,Pack Creek ,43,1,"SK, SS",,
673,,,26,3.24,Pack Creek ,43,1,"SK, SS",,
660,,,19.5,3.05,Pack Creek ,43,1,"SK, SS",,
682,,,26,3.67,Pack Creek ,43,1,"SK, SS",,
650,,,24,3.09,Pack Creek ,40,1,"SK, SS",,
695,,,21.5,3.45,Pack Creek ,40,1,"SK, SS",,
672,,,22,3.19,Pack Creek ,40,1,"SK, SS",,
646,,,78,2.98,Pack Creek ,40,1,"SK, SS",,
666,,,18.5,3.31,Pack Creek ,37,1,"LB, LY",,
775,,,18.5,4.16,Pack Creek ,37,1,"LB, LY",,
794,,,16.5,3.08,Pack Creek ,37,1,"LB, LY",,
787,,,28,3.52,Pack Creek ,37,1,"LB, LY",,
123,,,23,3.8,Pack Creek,18,1,"LB, SK",,
144,,,32,4.7,Pack Creek,18,1,"LB, SK",,
149,,,16,2.7,Pack Creek,18,1,"LB, SK",,
654,,,20,3.65,Pack Creek ,39,1,"SK, SS",,
798,,,22,3.46,Pack Creek ,39,1,"SK, SS",,
643,,,22,4.4,Pack Creek ,39,1,"SK, SS",,
655,,,21.5,4.09,Pack Creek ,42,1,"SK, SS",,
651,,,22,3.7,Pack Creek ,42,1,"SK, SS",,
648,,,25,4.32,Pack Creek ,42,1,"SK, SS",,
652,,,21.5,3.8,Pack Creek ,44,1,"SK, SS",,
697,,,20,3.88,Pack Creek ,44,1,"SK, SS",,
658,,,30.5,3.6,Pack Creek ,44,1,"SK, SS",,
200,,,27,4.01,Pack Creek ,29,1,"LB, SS",,
817,,,19,4.07,Pack Creek ,29,1,"LB, SS",,
163,,,23,4.39,Pack Creek ,29,1,"LB, SS",,
180,,,20,2.8,Pack Creek ,26,1,"SS, LY",,
197,,,18.5,3.36,Pack Creek ,26,1,"SS, LY",,
807,,,20,3.05,Pack Creek ,26,1,"SS, LY",,
187,,,20,3.81,Pack Creek ,23,1,"SS, LY",,
171,,,28,4.16,Pack Creek ,23,1,"SS, LY",,
818,,,18.5,3.54,Pack Creek ,23,1,"SS, LY",,
233,,,22.5,3.93,Pack Creek ,27,1,"SS, LY ",,
184,,,14.5,2.88,Pack Creek ,27,1,"SS, LY ",,
185,,,20,3.43,Pack Creek ,27,1,"SS, LY ",,
815,,,21,4.35,Pack Creek ,22,1,"LB, SK",,
820,,,24.5,3.89,Pack Creek ,22,1,"LB, SK",,
828,,,24,3.42,Pack Creek ,22,1,"LB, SK",,
294,,,15.5,4.17,Pack Creek,20,1,"LB, SK",,
210,,,17.5,3.92,Pack Creek,20,1,"LB, SK",,
823,,,20,3.36,Pack Creek,20,1,"LB, SK",,
808,,,92.5,4.5,Pack Creek ,19,1,"LB, SK",,
253,,,18,3.59,Pack Creek ,19,1,"LB, SK",,
240,,,20,3.6,Pack Creek ,19,1,"LB, SK",,
284,,,20.5,2.67,Pack Creek ,12,1,"SK, LY",,
243,,,24,2.84,Pack Creek ,12,1,"SK, LY",,
261,,,19.5,3.28,Pack Creek ,12,1,"SK, LY",,
281,,,19,2.6,Pack Creek ,11,1,"SK, LY ",,
260,,,13.5,3.8,Pack Creek ,11,1,"SK, LY ",,
289,,,19.5,3.62,Pack Creek ,11,1,"SK, LY ",,
269,,,18.5,2.89,Pack Creek ,13,1,"SK, LY",,
247,,,21.5,3.01,Pack Creek ,13,1,"SK, LY",,
300,,,21.5,2.48,Pack Creek ,13,1,"SK, LY",,
88,,,20,3.15,Pack Creek ,7,1,"LB, LY",,
99,,,14.5,2.58,Pack Creek ,7,1,"LB, LY",,
98,,,20,3.01,Pack Creek ,7,1,"LB, LY",,
129,,,17,3.44,Pack Creek,15,1,"LB, SK",,
140,,,18.5,3,Pack Creek,15,1,"LB, SK",,
151,,,12,2.6,Pack Creek,15,1,"LB, SK",,
143,,,17,3.83,Pack Creek ,16,1,"LB, SK",,
145,,,20,3.12,Pack Creek ,16,1,"LB, SK",,
148,,,17,2.25,Pack Creek ,16,1,"LB, SK",,
740,,,20.5,3.43,Pack Creek ,36,1,"LB, SK",,
754,,,18,4.8,Pack Creek ,36,1,"LB, SK",,
194,,,21,4.42,Pack Creek ,25,1,"SS, LY ",,
186,,,18,3.48,Pack Creek ,25,1,"SS, LY ",,
183,,,19.5,4.48,Pack Creek ,24,1,"SS, LY",,
829,,,20.5,3.83,Pack Creek ,24,1,"SS, LY",,
182,,,15.5,3.98,Pack Creek ,28,1,"SS, LY",,
188,,,24.5,4.58,Pack Creek ,28,1,"SS, LY",,
121,,,26,4.04,Pack Creek,17,1,"LB, SK",,
142,,,25.5,4.5,Pack Creek,17,1,"LB, SK",,
147,,,23,3.66,Pack Creek,17,1,"LB, SK",,
119,,,29,4.06,Pack Creek,17,1,"LB, SK",,
120,,,19,3.85,Pack Creek,17,1,"LB, SK",,
632,,,18,4.75,Pack Creek ,41,1,"SS, SK",,
622,,,21.5,3.5,Pack Creek ,41,1,"SS, SK",,
649,,,17.5,3.32,Pack Creek ,41,1,"SS, SK",,
645,,,20,3.8,Pack Creek ,41,1,"SS, SK",,
641,,,27,3.87,Pack Creek ,41,1,"SS, SK",,
115,,,18,3.25,Pack Creek ,16,3,"LB, SS",,
114,,,25,3.61,Pack Creek,16,3,"LB, SS",,
122,,,18,2.67,Pack Creek ,16,3,"LB, SS",,
118,,,19,2.94,Pack Creek ,16,3,"LB, SS",,
68,,,19.5,4.54,Pack Creek ,8,3,"LB, LY",,
45,,,21.5,3.14,Pack Creek ,8,3,"LB, LY",,
63,,,14,3.63,Pack Creek ,8,3,"LB, LY",,
60,,,18.5,3.23,Pack Creek ,8,3,"LB, LY",,
292,,,22.5,2.61,Pack Creek ,17,3,"SK, LY",,
223,,,28.5,3.81,Pack Creek ,17,3,"SK, LY",,
214,,,18.5,3.2,Pack Creek ,17,3,"SK, LY",,
107,,,19.5,3.18,Pack Creek ,17,3,"SK, LY",,
14,,,32,4.78,Pack Creek ,4,3,KY,,
13,,,25,4.4,Pack Creek ,4,3,KY,,
89,,,20,4.57,Pack Creek ,4,3,KY,,
15,,,20.5,3.71,Pack Creek ,4,3,KY,,
5,,,17,4.24,Pack Creek ,2,3,KY,,
7,,,28,4.62,Pack Creek ,2,3,KY,,
6,,,20.5,5.64,Pack Creek ,2,3,KY,,
8,,,31.5,4.26,Pack Creek ,2,3,KY,,
804,,,22.5,2.35,Pack Creek ,22,3,"LB, SS, SK",,
193,,,15,3.17,Pack Creek ,22,3,"LB, SS, SK",,
167,,,25,2.86,Pack Creek ,22,3,"LB, SS, SK",,
153,,,17.5,4.27,Pack Creek ,22,3,"LB, SS, SK",,
156,,,15.5,3.87,Pack Creek ,22,3,"LB, SK ",,
165,,,28,4.74,Pack Creek ,22,3,"LB, SK ",,
174,,,16.5,3.31,Pack Creek ,22,3,"LB, SK ",,
164,,,17.5,4.12,Pack Creek ,22,3,"LB, SK ",,
159,,,25,5.14,Pack Creek ,23,3,"LB, SK ",,
724,,,18.5,3.13,Pack Creek ,23,3,"LB, SK ",,
725,,,16.5,3.91,Pack Creek ,23,3,"LB, SK ",,
718,,,18.5,3.36,Pack Creek ,23,3,"LB, SK ",,
761,,,22,3.78,Pack Creek ,28,3,LY,,
741,,,20.5,4.15,Pack Creek ,28,3,LY,,
757,,,30,3.93,Pack Creek ,28,3,LY,,
744,,,19,3.78,Pack Creek ,28,3,LY,,
168,,,16,4.25,Pack Creek ,20,3,"LB, SS",,
801,,,18.5,2.51,Pack Creek ,20,3,"LB, SS",,
172,,,16.5,3.88,Pack Creek ,20,3,"LB, SS",,
826,,,14.5,2.59,Pack Creek ,20,3,"LB, SS",,
170,,,16.5,1.86,Pack Creek,21,3,"LB, SS",,
295,,,18,2.01,Pack Creek,21,3,"LB, SS",,
192,,,17.5,1.58,Pack Creek,21,3,"LB, SS",,
162,,,17.5,2.11,Pack Creek,21,3,"LB, SS",,
733,,,180,2.8,Pack Creek,26,3,LY,,
732,,,24,3.83,Pack Creek,26,3,LY,,
743,,,22,3.8,Pack Creek,26,3,LY,,
752,,,16.5,3.75,Pack Creek,26,3,LY,,
756,,,20,2.56,Pack Creek,25,3,LY,,
758,,,15,3.44,Pack Creek,25,3,LY,,
734,,,21.5,2.91,Pack Creek,25,3,LY,,
745,,,16,3.08,Pack Creek,25,3,LY,,
755,,,27.5,2.96,Pack Creek ,24,3,LY,,
759,,,20,3.32,Pack Creek ,24,3,LY,,
738,,,16.5,3.35,Pack Creek ,24,3,LY,,
750,,,13,4.05,Pack Creek ,24,3,LY,,
767,,,15,3.88,Pack Creek,29,3,LY,,
626,,,17.5,3.81,Pack Creek,29,3,LY,,
698,,,22.5,3.45,Pack Creek,29,3,LY,,
774,,,18,3.69,Pack Creek,29,3,LY,,
773,,,19,3.34,Pack Creek ,30,3,LY,,
625,,,16,4.17,Pack Creek ,30,3,LY,,
776,,,13,3.04,Pack Creek ,30,3,LY,,
800,,,20,4.82,Pack Creek ,30,3,LY,,
793,,,24,4.22,Pack Creek,31,3,LY,,
797,,,29.5,4.34,Pack Creek,31,3,LY,,
782,,,20.5,3.42,Pack Creek,31,3,LY,,
763,,,26,3.15,Pack Creek,31,3,LY,,
762,,,23.5,4.22,Pack Creek,34,3,LY,,
795,,,26,3.72,Pack Creek,34,3,LY,,
770,,,24,4.35,Pack Creek,34,3,LY,,
768,,,21.5,3.5,Pack Creek,34,3,LY,,
659,,,30,4.68,Pack Creek ,37,3,"SS, SK",,
628,,,21.5,3.16,Pack Creek ,37,3,"SS, SK",,
630,,,22,3.43,Pack Creek ,37,3,"SS, SK",,
671,,,27.5,4.93,Pack Creek ,37,3,"SS, SK",,
644,,,24.5,3.87,Pack Creek ,36,3,SK ,,
647,,,22.5,4.83,Pack Creek ,36,3,SK ,,
683,,,23,4.18,Pack Creek ,36,3,SK ,,
678,,,23,3.46,Pack Creek ,36,3,SK ,,
669,,,24.5,4.13,Pack Creek ,32,3,"SK, SS",,
699,,,16,2.74,Pack Creek ,32,3,"SK, SS",,
700,,,22.5,3.91,Pack Creek ,32,3,"SK, SS",,
668,,,21,3.71,Pack Creek ,32,3,"SK, SS",,
670,,,18,3.86,Pack Creek,35,3,"SK, SS",,
684,,,19.5,4.51,Pack Creek,35,3,"SK, SS",,
693,,,24.5,3,Pack Creek,35,3,"SK, SS",,
680,,,27.5,4,Pack Creek,35,3,"SK, SS",,
656,,,24.5,4.45,Pack Creek ,33,3,"SK, SS",,
689,,,18,3.95,Pack Creek ,33,3,"SK, SS",,
640,,,22,3.41,Pack Creek ,33,3,"SK, SS",,
691,,,27,4.03,Pack Creek ,33,3,"SK, SS",,
783,,,18,3.43,Pack Creek ,27,3,"LB, LY",,
791,,,16,3.56,Pack Creek ,27,3,"LB, LY",,
771,,,22.5,3.56,Pack Creek ,27,3,"LB, LY",,
781,,,20.5,4.05,Pack Creek ,27,3,"LB, LY",,
17,,,26.5,4.82,Pack Creek,5,3,KY,,
100,,,22.5,3.12,Pack Creek,5,3,KY,,
87,,,20.5,3,Pack Creek,5,3,KY,,
31,,,20,4.02,Pack Creek,5,3,KY,,
29,,,18.5,3.59,Pack Creek,5,3,KY,,
58,,,30,4.51,Pack Creek,5,3,KY,,
93,,,23.5,4.08,Pack Creek,5,3,KY,,
70,,,23,4.54,Pack Creek,5,3,KY,,
242,,,20,3.03,Pack Creek ,,3,"SS, LY",,
290,,,22.5,2.73,Pack Creek ,,3,"SS, LY",,
249,,,19,3.35,Pack Creek ,,3,"SS, LY",,
204,,,24,3.66,Pack Creek ,,3,"SS, LY",,
266,,,19,3.09,Pack Creek ,,3,"SS, LY",,
238,,,20,3.01,Pack Creek ,,3,"SS, LY",,
227,,,26,2.71,Pack Creek ,,3,"SS, LY",,
239,,,22,2.76,Pack Creek ,,3,"SS, LY",,
69,,,20,4.34,Pack Creek ,7,3,"LB, LY",,
73,,,21.5,3.68,Pack Creek ,7,3,"LB, LY",,
42,,,13.5,3.89,Pack Creek ,7,3,"LB, LY",,
61,,,17.5,3.19,Pack Creek ,7,3,"LB, LY",,
